,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,32.0,1.0,1.0,2024-09-05,KAN,,BAL,"W, 27-20",*,15,45,1,3.0,3,2,33,16.5,0,66.7,11.0,43,79.6,0,0.0,0,0.0
1,2.0,33.0,2.0,2.0,2024-09-15,KAN,,CIN,"W, 26-25",*,19,90,0,4.7,5,5,21,4.2,0,100.0,4.2,43,66.2,0,0.0,0,0.0
2,2.0,,3.0,3.0,2024-09-22,KAN,@,ATL,"W, 22-17",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
3,2.0,,4.0,4.0,2024-09-29,KAN,@,LAC,"W, 17-10",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
4,2.0,,5.0,5.0,2024-10-07,KAN,,NOR,"W, 26-13",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
5,2.0,,6.0,7.0,2024-10-20,KAN,@,SFO,"W, 28-18",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
6,2.0,,7.0,8.0,2024-10-27,KAN,@,LVR,"W, 27-20",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
7,2.0,,8.0,9.0,2024-11-04,KAN,,TAM,"W, 30-24 (OT)",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
8,2.0,,9.0,10.0,2024-11-10,KAN,,DEN,"W, 16-14",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
9,2.0,,10.0,11.0,2024-11-17,KAN,@,BUF,"L, 21-30",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
10,2.0,,11.0,12.0,2024-11-24,KAN,@,CAR,"W, 30-27",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
11,3.0,34.0,12.0,13.0,2024-11-29,KAN,,LVR,"W, 19-17",,7,44,0,6.3,1,1,5,5.0,0,100.0,5.0,26,36.6,0,0.0,0,0.0
12,4.0,35.0,13.0,14.0,2024-12-08,KAN,,LAC,"W, 19-17",*,14,55,0,3.9,4,2,6,3.0,0,50.0,1.5,32,46.4,0,0.0,0,0.0
13,5.0,36.0,14.0,15.0,2024-12-15,KAN,@,CLE,"W, 21-7",*,13,32,0,2.5,1,1,15,15.0,0,100.0,15.0,28,37.3,0,0.0,0,0.0
14,6.0,37.0,15.0,16.0,2024-12-21,KAN,,HOU,"W, 27-19",*,9,26,0,2.9,2,1,-1,-1.0,0,50.0,-0.5,26,35.1,0,0.0,0,0.0
15,7.0,38.0,16.0,17.0,2024-12-25,KAN,@,PIT,"W, 29-10",*,6,18,0,3.0,0,0,0,,0,,,20,32.3,0,0.0,0,0.0
16,7.0,,17.0,18.0,2025-01-05,KAN,@,DEN,"L, 0-38",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
17,,,,,,,,,7-0,,83,310,1,3.7,16,12,79,6.6,0,75.0,4.9,218,46.4,0,0.0,0,0.0
