,Season,Age,Team,Lg,Pos,G,GS,Att,Yds,TD,1D,Succ%,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds.1,Y/R,TD.1,1D.1,Succ%.1,Lng.1,R/G,Y/G.1,Ctch%,Y/Tgt,Touch,Y/Tch,YScm,RRTD,Fmb,Awards
0,2021,24,LAR,NFL,RB,1,0,4,7,0,0,50.0,5,1.8,7.0,4.0,5,3,43,14.3,0,2,40.0,25,3.0,43.0,60.0,8.6,7,7.1,50,0,0,
1,1 Yr,1 Yr,1 Yr,1 Yr,,1,0,4,7,0,0,50.0,5,1.8,7.0,4.0,5,3,43,14.3,0,2,40.0,25,3.0,43.0,60.0,8.6,7,7.1,50,0,0,
2,17 Game Avg,17 Game Avg,17 Game Avg,17 Game Avg,,17,0,68,119,0,0,50.0,5,1.8,7.0,4.0,85,51,731,14.3,0,34,40.0,25,3.0,43.0,60.0,8.6,119,7.1,850,0,0,
