,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Cmp,Att.1,Cmp%,Yds.2,TD.2,Int,Y/A.1,AY/A,Rate,Sk,Yds.3,Fmb,FL,FF,FR,Yds.4,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,1.0,1.0,1.0,2023-09-10,GNB,@,CHI,"W, 38-20",,2,0,0,,0,0.0,0.0,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,37,61.7,0,0.0,0,0.0
1,2.0,2.0,2.0,2.0,2023-09-17,GNB,@,ATL,"L, 24-25",*,4,2,40,20.0,1,50.0,10.0,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,25,50.0,0,0.0,0,0.0
2,3.0,3.0,3.0,3.0,2023-09-24,GNB,,NOR,"W, 18-17",*,6,4,45,11.3,0,66.7,7.5,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,52,65.8,0,0.0,0,0.0
3,4.0,4.0,4.0,4.0,2023-09-28,GNB,,DET,"L, 20-34",,1,0,0,,0,0.0,0.0,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,33,57.9,0,0.0,0,0.0
4,5.0,5.0,5.0,5.0,2023-10-09,GNB,@,LVR,"L, 13-17",,1,1,10,10.0,0,100.0,10.0,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,13,22.4,0,0.0,0,0.0
5,6.0,6.0,6.0,7.0,2023-10-22,GNB,@,DEN,"L, 17-19",,1,1,17,17.0,0,100.0,17.0,1,1,0,1.0,1,1,100.0,14,0,0,14.0,14.00,118.7,0,0,0,0,0,0,0,0,14,21.9,0,0.0,0,0.0
6,7.0,7.0,7.0,8.0,2023-10-29,GNB,,MIN,"L, 10-24",,4,2,28,14.0,0,50.0,7.0,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,23,33.8,0,0.0,0,0.0
7,8.0,8.0,8.0,9.0,2023-11-05,GNB,,LAR,"W, 20-3",,4,4,49,12.3,0,100.0,12.3,0,0,0,,0,0,,0,0,0,,,,0,0,1,1,0,0,0,0,23,31.9,0,0.0,1,4.3
8,9.0,9.0,9.0,10.0,2023-11-12,GNB,@,PIT,"L, 19-23",,4,3,51,17.0,0,75.0,12.8,0,0,0,,0,0,,0,0,0,,,,0,0,1,0,0,0,0,0,30,44.1,0,0.0,0,0.0
9,10.0,10.0,10.0,11.0,2023-11-19,GNB,,LAC,"W, 23-20",,5,3,91,30.3,0,60.0,18.2,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,24,33.3,0,0.0,0,0.0
10,10.0,,11.0,12.0,2023-11-23,GNB,@,DET,"W, 29-22",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
11,11.0,11.0,12.0,13.0,2023-12-03,GNB,,KAN,"W, 27-19",,4,3,43,14.3,0,75.0,10.8,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,25,39.1,0,0.0,0,0.0
12,12.0,12.0,13.0,14.0,2023-12-11,GNB,@,NYG,"L, 22-24",*,6,2,20,10.0,0,33.3,3.3,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,43,63.2,0,0.0,0,0.0
13,13.0,13.0,14.0,15.0,2023-12-17,GNB,,TAM,"L, 20-34",*,7,6,97,16.2,0,85.7,13.9,0,0,0,,0,0,,0,0,0,,,,0,0,1,0,0,1,0,0,47,78.3,0,0.0,0,0.0
14,14.0,14.0,15.0,16.0,2023-12-24,GNB,@,CAR,"W, 33-30",*,2,2,29,14.5,1,100.0,14.5,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,26,39.4,0,0.0,0,0.0
15,14.0,,16.0,17.0,2023-12-31,GNB,@,MIN,"W, 33-10",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
16,15.0,15.0,17.0,18.0,2024-01-07,GNB,,CHI,"W, 17-9",*,7,6,61,10.2,2,85.7,8.7,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,43,71.7,0,0.0,0,0.0
17,,,,,,,,,7-8,,58,39,581,14.9,4,67.2,10.0,1,1,0,1.0,1,1,100.0,14,0,0,14.0,14.00,118.7,0,0,3,1,0,1,0,0,458,47.4,0,0.0,1,0.3
