,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,75.0,1.0,1.0,2019-09-08,LAR,@,CAR,"W, 30-27",*,6,2,39,19.5,0,33.3,6.5,0,0,0,,70,92.1,0,0.0,1,3.0
1,2.0,76.0,2.0,2.0,2019-09-15,LAR,,NOR,"W, 27-9",*,4,3,74,24.7,1,75.0,18.5,1,2,0,2.0,65,97.0,0,0.0,0,0.0
2,3.0,77.0,3.0,3.0,2019-09-22,LAR,@,CLE,"W, 20-13",*,12,8,112,14.0,0,66.7,9.3,1,8,0,8.0,57,89.1,0,0.0,0,0.0
3,4.0,78.0,4.0,4.0,2019-09-29,LAR,,TAM,"L, 40-55",*,9,6,71,11.8,0,66.7,7.9,0,0,0,,80,89.9,0,0.0,0,0.0
4,5.0,79.0,5.0,5.0,2019-10-03,LAR,@,SEA,"L, 29-30",*,3,1,29,29.0,0,33.3,9.7,1,27,0,27.0,46,63.9,0,0.0,0,0.0
5,6.0,80.0,6.0,6.0,2019-10-13,LAR,,SFO,"L, 7-20",*,3,3,18,6.0,0,100.0,6.0,2,14,0,7.0,51,98.1,0,0.0,0,0.0
6,7.0,81.0,7.0,7.0,2019-10-20,LAR,@,ATL,"W, 37-10",*,7,4,59,14.8,0,57.1,8.4,0,0,0,,59,78.7,0,0.0,0,0.0
7,8.0,82.0,8.0,8.0,2019-10-27,LAR,,CIN,"W, 24-10",*,1,0,0,,0,0.0,0.0,0,0,0,,3,5.0,0,0.0,0,0.0
8,8.0,,9.0,10.0,2019-11-10,LAR,@,PIT,"L, 12-17",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
9,8.0,,10.0,11.0,2019-11-17,LAR,,CHI,"W, 17-7",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
10,9.0,83.0,11.0,12.0,2019-11-25,LAR,,BAL,"L, 6-45",*,4,2,32,16.0,0,50.0,8.0,1,1,0,1.0,40,76.9,0,0.0,0,0.0
11,10.0,84.0,12.0,13.0,2019-12-01,LAR,@,ARI,"W, 34-7",*,2,2,24,12.0,0,100.0,12.0,0,0,0,,61,77.2,0,0.0,0,0.0
12,11.0,85.0,13.0,14.0,2019-12-08,LAR,,SEA,"W, 28-12",*,2,0,0,,0,0.0,0.0,0,0,0,,26,37.1,0,0.0,0,0.0
13,12.0,86.0,14.0,15.0,2019-12-15,LAR,@,DAL,"L, 21-44",*,8,4,46,11.5,0,50.0,5.8,0,0,0,,53,72.6,0,0.0,0,0.0
14,13.0,87.0,15.0,16.0,2019-12-21,LAR,@,SFO,"L, 31-34",*,6,4,39,9.8,1,66.7,6.5,0,0,0,,41,58.6,0,0.0,0,0.0
15,14.0,88.0,16.0,17.0,2019-12-29,LAR,,ARI,"W, 31-24",*,5,3,40,13.3,0,60.0,8.0,0,0,0,,49,59.8,0,0.0,0,0.0
16,,,,,,,,,8-6,,72,42,583,13.9,2,58.3,8.1,6,52,0,8.7,701,71.5,0,0.0,1,0.2
