,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Ret,Yds.2,PRTD,Y/Ret,Fmb,FL,FF,FR,Yds.3,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,11.0,1.0,1.0,2015-09-13,NOR,@,ARI,"L, 19-31",*,8,4,49,12.3,0,50.0,6.1,1,4,0,4.0,0,0,0,,0,0,0,0,0,0,72,98.6,0,0.0,0,0.0
1,2.0,12.0,2.0,2.0,2015-09-20,NOR,,TAM,"L, 19-26",*,7,5,62,12.4,0,71.4,8.9,1,-4,0,-4.0,0,0,0,,0,0,0,0,0,0,66,84.6,0,0.0,0,0.0
2,3.0,13.0,3.0,3.0,2015-09-27,NOR,@,CAR,"L, 22-27",*,8,7,79,11.3,0,87.5,9.9,0,0,0,,0,0,0,,0,0,0,0,0,0,56,80.0,0,0.0,0,0.0
3,4.0,14.0,4.0,4.0,2015-10-04,NOR,,DAL,"W, 26-20 (OT)",*,8,4,25,6.3,0,50.0,3.1,0,0,0,,0,0,0,,0,0,0,0,0,0,68,93.2,0,0.0,0,0.0
4,5.0,15.0,5.0,5.0,2015-10-11,NOR,@,PHI,"L, 17-39",*,9,5,107,21.4,1,55.6,11.9,0,0,0,,0,0,0,,0,0,0,0,0,0,61,88.4,0,0.0,0,0.0
5,6.0,16.0,6.0,6.0,2015-10-15,NOR,,ATL,"W, 31-21",,5,4,41,10.3,0,80.0,8.2,0,0,0,,0,0,0,,0,0,0,0,0,0,55,76.4,0,0.0,0,0.0
6,7.0,17.0,7.0,7.0,2015-10-25,NOR,@,IND,"W, 27-21",*,13,6,81,13.5,0,46.2,6.2,0,0,0,,0,0,0,,1,0,0,0,0,0,75,85.2,0,0.0,0,0.0
7,8.0,18.0,8.0,8.0,2015-11-01,NOR,,NYG,"W, 52-49",,8,6,88,14.7,2,75.0,11.0,1,-3,0,-3.0,0,0,0,,0,0,0,0,0,0,60,76.9,0,0.0,0,0.0
8,9.0,19.0,9.0,9.0,2015-11-08,NOR,,TEN,"L, 28-34 (OT)",*,6,4,71,17.8,1,66.7,11.8,0,0,0,,0,0,0,,0,0,0,0,0,0,55,72.4,0,0.0,0,0.0
9,10.0,20.0,10.0,10.0,2015-11-15,NOR,@,WAS,"L, 14-47",*,8,5,98,19.6,2,62.5,12.3,1,11,0,11.0,0,0,0,,0,0,0,0,0,0,51,89.5,0,0.0,0,0.0
10,11.0,21.0,11.0,12.0,2015-11-29,NOR,@,HOU,"L, 6-24",*,8,5,35,7.0,0,62.5,4.4,0,0,0,,0,0,0,,0,0,0,0,0,0,51,87.9,0,0.0,0,0.0
11,12.0,22.0,12.0,13.0,2015-12-06,NOR,,CAR,"L, 38-41",*,10,6,104,17.3,1,60.0,10.4,0,0,0,,0,0,0,,0,0,0,0,0,0,56,91.8,0,0.0,0,0.0
12,13.0,23.0,13.0,14.0,2015-12-13,NOR,@,TAM,"W, 24-17",,5,3,29,9.7,0,60.0,5.8,0,0,0,,0,0,0,,0,0,0,0,0,0,59,72.0,0,0.0,0,0.0
13,14.0,24.0,14.0,15.0,2015-12-21,NOR,,DET,"L, 27-35",,13,10,124,12.4,1,76.9,9.5,0,0,0,,2,12,0,6.0,0,0,0,0,0,0,66,85.7,0,0.0,4,13.3
14,15.0,25.0,15.0,16.0,2015-12-27,NOR,,JAX,"W, 38-27",*,7,5,123,24.6,1,71.4,17.6,4,10,0,2.5,0,0,0,,0,0,0,0,0,0,50,64.1,0,0.0,0,0.0
15,16.0,26.0,16.0,17.0,2016-01-03,NOR,@,ATL,"W, 20-17",*,6,5,22,4.4,0,83.3,3.7,0,0,0,,0,0,0,,0,0,0,0,0,0,57,83.8,0,0.0,0,0.0
16,,,,,,,,,7-9,,129,84,1138,13.5,9,65.1,8.8,8,18,0,2.3,2,12,0,6.0,1,0,0,0,0,0,958,82.7,0,0.0,4,0.9
