,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Ret,Yds.2,KRTD,Y/Ret,Ret.1,Yds.3,PRTD,Y/Ret.1,Fmb,FL,FF,FR,Yds.4,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,1.0,1.0,1.0,2014-09-07,NOR,@,ATL,"L, 34-37 (OT)",,8,7,77,11.0,1,87.5,9.6,1,18,0,18.0,0,0,0,,0,0,0,,0,0,0,0,0,0,52,69.3,0,0.0,3,9.7
1,2.0,2.0,2.0,2.0,2014-09-14,NOR,@,CLE,"L, 24-26",*,6,3,17,5.7,0,50.0,2.8,2,31,0,15.5,0,0,0,,1,-2,0,-2.0,0,0,0,0,0,0,54,78.3,0,0.0,3,9.7
2,3.0,3.0,3.0,3.0,2014-09-21,NOR,,MIN,"W, 20-9",*,10,8,74,9.3,0,80.0,7.4,0,0,0,,0,0,0,,1,-3,0,-3.0,0,0,0,0,0,0,50,70.4,0,0.0,2,9.1
3,4.0,4.0,4.0,4.0,2014-09-28,NOR,@,DAL,"L, 17-38",*,6,5,31,6.2,0,83.3,5.2,0,0,0,,0,0,0,,2,15,0,7.5,0,0,0,0,0,0,50,82.0,0,0.0,3,10.7
4,5.0,5.0,5.0,5.0,2014-10-05,NOR,,TAM,"W, 37-31 (OT)",*,11,9,56,6.2,0,81.8,5.1,2,15,0,7.5,1,12,0,12.0,1,0,0,0.0,0,0,0,0,0,0,68,74.7,0,0.0,4,12.9
5,6.0,6.0,6.0,7.0,2014-10-19,NOR,@,DET,"L, 23-24",*,3,2,23,11.5,0,66.7,7.7,0,0,0,,0,0,0,,1,15,0,15.0,0,0,0,0,0,0,65,87.8,0,0.0,6,21.4
6,7.0,7.0,7.0,8.0,2014-10-26,NOR,,GNB,"W, 44-23",*,7,6,94,15.7,1,85.7,13.4,1,4,1,4.0,0,0,0,,0,0,0,,0,0,0,0,0,0,46,67.6,0,0.0,1,3.7
7,8.0,8.0,8.0,9.0,2014-10-30,NOR,@,CAR,"W, 28-10",*,3,3,38,12.7,0,100.0,12.7,0,0,0,,0,0,0,,2,2,0,1.0,0,0,0,0,0,0,46,60.5,0,0.0,6,25.0
8,9.0,9.0,9.0,10.0,2014-11-09,NOR,,SFO,"L, 24-27 (OT)",,8,5,90,18.0,1,62.5,11.3,0,0,0,,0,0,0,,1,4,0,4.0,0,0,0,0,0,0,50,61.7,0,0.0,7,21.2
9,10.0,10.0,10.0,11.0,2014-11-16,NOR,,CIN,"L, 10-27",,7,5,50,10.0,0,71.4,7.1,1,5,0,5.0,0,0,0,,1,4,0,4.0,1,0,0,0,0,0,52,73.2,0,0.0,2,10.0
10,10.0,,11.0,12.0,2014-11-24,NOR,,BAL,"L, 27-34",Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
11,10.0,,12.0,13.0,2014-11-30,NOR,@,PIT,"W, 35-32",Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
