,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,Ret,Yds.2,KRTD,Y/Ret,Fmb,FL,FF,FR,Yds.3,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,13.0,1.0,1.0,2024-09-08,CIN,,NWE,"L, 10-16",,3,11,0,3.7,3,3,12,4.0,0,100.0,4.0,0,0,0,,0,0,0,0,0,0,17,33.3,0,0.0,9,42.9
1,2.0,14.0,2.0,2.0,2024-09-15,CIN,@,KAN,"L, 25-26",,4,31,0,7.8,0,0,0,,0,,,1,28,0,28.0,0,0,0,0,0,0,13,20.3,0,0.0,15,57.7
2,3.0,15.0,3.0,3.0,2024-09-23,CIN,,WAS,"L, 33-38",,7,62,0,8.9,3,2,7,3.5,0,66.7,2.3,4,106,0,26.5,0,0,0,0,0,0,15,24.2,0,0.0,14,53.8
3,4.0,16.0,4.0,4.0,2024-09-29,CIN,@,CAR,"W, 34-24",,15,80,2,5.3,3,2,12,6.0,0,66.7,4.0,2,52,0,26.0,0,0,0,0,0,0,27,40.3,0,0.0,18,64.3
4,5.0,17.0,5.0,5.0,2024-10-06,CIN,,BAL,"L, 38-41 (OT)",,12,46,0,3.8,3,3,8,2.7,1,100.0,2.7,0,0,0,,0,0,0,0,0,0,22,32.8,0,0.0,23,65.7
5,6.0,18.0,6.0,6.0,2024-10-13,CIN,@,NYG,"W, 17-7",*,10,53,1,5.3,3,2,11,5.5,0,66.7,3.7,0,0,0,,1,0,0,0,0,0,33,62.3,0,0.0,2,9.1
6,7.0,19.0,7.0,7.0,2024-10-20,CIN,@,CLE,"W, 21-14",*,15,44,0,2.9,2,2,9,4.5,0,100.0,4.5,0,0,0,,0,0,0,0,0,0,32,58.2,0,0.0,1,3.6
7,8.0,20.0,8.0,8.0,2024-10-27,CIN,,PHI,"L, 17-37",,12,32,1,2.7,4,2,2,1.0,0,50.0,0.5,0,0,0,,0,0,0,0,0,0,28,48.3,0,0.0,0,0.0
8,9.0,21.0,9.0,9.0,2024-11-03,CIN,,LVR,"W, 41-24",*,27,120,0,4.4,5,5,37,7.4,1,100.0,7.4,0,0,0,,0,0,0,0,0,0,59,79.7,0,0.0,0,0.0
9,10.0,22.0,10.0,10.0,2024-11-07,CIN,@,BAL,"L, 34-35",*,13,42,1,3.2,11,9,52,5.8,0,81.8,4.7,0,0,0,,1,1,0,0,0,0,71,86.6,0,0.0,0,0.0
10,11.0,23.0,11.0,11.0,2024-11-17,CIN,@,LAC,"L, 27-34",*,22,86,0,3.9,7,5,57,11.4,0,71.4,8.1,0,0,0,,0,0,0,0,0,0,68,82.9,0,0.0,0,0.0
11,12.0,24.0,12.0,13.0,2024-12-01,CIN,,PIT,"L, 38-44",*,12,70,1,5.8,3,3,30,10.0,0,100.0,10.0,0,0,0,,0,0,0,0,0,0,50,80.6,0,0.0,0,0.0
12,13.0,25.0,13.0,14.0,2024-12-09,CIN,@,DAL,"W, 27-20",*,14,58,0,4.1,8,6,65,10.8,1,75.0,8.1,0,0,0,,0,0,0,0,0,0,59,83.1,0,0.0,0,0.0
13,14.0,26.0,14.0,15.0,2024-12-15,CIN,@,TEN,"W, 37-27",*,25,97,1,3.9,3,3,16,5.3,1,100.0,5.3,0,0,0,,0,0,0,0,0,0,64,92.8,0,0.0,0,0.0
14,15.0,27.0,15.0,16.0,2024-12-22,CIN,,CLE,"W, 24-6",*,18,91,0,5.1,3,3,18,6.0,0,100.0,6.0,0,0,0,,0,0,0,0,0,0,55,98.2,0,0.0,0,0.0
15,16.0,28.0,16.0,17.0,2024-12-28,CIN,,DEN,"W, 30-24 (OT)",*,20,67,0,3.4,4,4,24,6.0,0,100.0,6.0,0,0,0,,0,0,0,0,0,0,73,81.1,0,0.0,0,0.0
16,16.0,,17.0,18.0,2025-01-04,CIN,@,PIT,"W, 19-17",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
17,,,,,,,,,8-8,,229,990,7,4.3,65,54,360,6.7,4,83.1,5.5,7,186,0,26.6,2,1,0,0,0,0,686,64.5,0,0.0,82,18.9
