,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,Ret,Yds.2,KRTD,Y/Ret,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Fmb,FL,FF,FR,Yds.3,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,,,1.0,1.0,2023-09-10,CIN,@,CLE,"L, 3-24",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
1,1.0,1.0,2.0,2.0,2023-09-17,CIN,,BAL,"L, 24-27",,1,2,0,2.0,0,0,0,,0,,,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.7,0,0.0,7,28.0
2,2.0,2.0,3.0,3.0,2023-09-25,CIN,,LAR,"W, 19-16",,0,0,0,,0,0,0,,0,,,0,0,0,,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,1.3,0,0.0,14,45.2
3,3.0,3.0,4.0,4.0,2023-10-01,CIN,@,TEN,"L, 3-27",,0,0,0,,1,1,-3,-3.0,0,100.0,-3.0,0,0,0,,0.0,1,0,1,0,0,0,0,0,0,0,0,0,1,1.9,0,0.0,10,47.6
4,4.0,4.0,5.0,5.0,2023-10-08,CIN,@,ARI,"W, 34-20",,0,0,0,,1,1,2,2.0,0,100.0,2.0,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.2,0,0.0,15,55.6
5,5.0,5.0,6.0,6.0,2023-10-15,CIN,,SEA,"W, 17-13",,1,4,0,4.0,1,1,8,8.0,0,100.0,8.0,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,4,7.4,0,0.0,10,43.5
6,5.0,,7.0,8.0,2023-10-29,CIN,@,SFO,"W, 31-17",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
7,5.0,,8.0,9.0,2023-11-05,CIN,,BUF,"W, 24-18",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
8,5.0,,9.0,10.0,2023-11-12,CIN,,HOU,"L, 27-30",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
9,5.0,,10.0,11.0,2023-11-16,CIN,@,BAL,"L, 20-34",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
10,6.0,6.0,11.0,12.0,2023-11-26,CIN,,PIT,"L, 10-16",,0,0,0,,0,0,0,,0,,,0,0,0,,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,11,45.8
11,7.0,7.0,12.0,13.0,2023-12-04,CIN,@,JAX,"W, 34-31 (OT)",,9,61,0,6.8,0,0,0,,0,,,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,11,15.1,0,0.0,17,53.1
12,8.0,8.0,13.0,14.0,2023-12-10,CIN,,IND,"W, 34-14",,8,25,0,3.1,3,3,80,26.7,1,100.0,26.7,0,0,0,,0.0,1,0,1,0,0,0,0,0,0,0,0,0,18,30.0,0,0.0,13,48.1
13,9.0,9.0,14.0,15.0,2023-12-16,CIN,,MIN,"W, 27-24 (OT)",,7,23,0,3.3,3,3,28,9.3,0,100.0,9.3,0,0,0,,0.0,0,0,0,0,0,0,1,0,0,1,0,0,13,18.6,0,0.0,14,51.9
14,10.0,10.0,15.0,16.0,2023-12-23,CIN,@,PIT,"L, 11-34",,4,16,0,4.0,2,2,8,4.0,0,100.0,4.0,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,14,21.9,0,0.0,13,54.2
15,11.0,11.0,16.0,17.0,2023-12-31,CIN,@,KAN,"L, 17-25",,3,5,0,1.7,2,2,23,11.5,0,100.0,11.5,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,11,14.9,0,0.0,16,59.3
16,12.0,12.0,17.0,18.0,2024-01-07,CIN,,CLE,"W, 31-14",,11,43,0,3.9,2,1,10,10.0,0,50.0,5.0,2,44,0,22.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,18,28.1,0,0.0,20,69.0
17,,,,,,,,,7-5,,44,179,0,4.1,15,14,156,11.1,1,93.3,10.4,2,44,0,22.0,0.0,5,2,3,0,0,0,1,0,0,1,0,0,93,12.0,0,0.0,160,50.5
