,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,30.0,1.0,1.0,2021-09-12,WAS,,LAC,"L, 16-20",*,4,4,62,15.5,0,100.0,15.5,0,0,0,,0.0,0,0,0,0,0,0,55,100.0,0,0.0,0,0.0
1,2.0,31.0,2.0,2.0,2021-09-16,WAS,,NYG,"W, 30-29",*,14,11,107,9.7,1,78.6,7.6,0,0,0,,0.0,0,0,0,0,0,0,71,100.0,0,0.0,0,0.0
2,3.0,32.0,3.0,3.0,2021-09-26,WAS,@,BUF,"L, 21-43",*,7,4,62,15.5,0,57.1,8.9,0,0,0,,0.0,0,0,0,0,0,0,52,96.3,0,0.0,0,0.0
3,4.0,33.0,4.0,4.0,2021-10-03,WAS,@,ATL,"W, 34-30",*,13,6,123,20.5,2,46.2,9.5,0,0,0,,0.0,0,0,0,0,0,0,65,97.0,0,0.0,0,0.0
4,5.0,34.0,5.0,5.0,2021-10-10,WAS,,NOR,"L, 22-33",*,11,4,46,11.5,0,36.4,4.2,0,0,0,,0.0,0,0,0,0,0,0,70,84.3,0,0.0,0,0.0
5,6.0,35.0,6.0,6.0,2021-10-17,WAS,,KAN,"L, 13-31",*,8,4,28,7.0,0,50.0,3.5,0,0,0,,0.0,0,0,0,0,0,0,56,94.9,0,0.0,0,0.0
6,7.0,36.0,7.0,7.0,2021-10-24,WAS,@,GNB,"L, 10-24",*,12,7,122,17.4,1,58.3,10.2,0,0,0,,0.0,0,0,0,0,0,0,66,91.7,0,0.0,0,0.0
7,8.0,37.0,8.0,8.0,2021-10-31,WAS,@,DEN,"L, 10-17",*,7,3,23,7.7,0,42.9,3.3,1,12,0,12.0,0.0,0,0,0,0,0,0,61,87.1,0,0.0,0,0.0
8,9.0,38.0,9.0,10.0,2021-11-14,WAS,,TAM,"W, 29-19",*,8,6,59,9.8,0,75.0,7.4,0,0,0,,0.0,1,1,0,0,0,0,70,95.9,0,0.0,0,0.0
9,10.0,39.0,10.0,11.0,2021-11-21,WAS,@,CAR,"W, 27-21",*,7,5,103,20.6,1,71.4,14.7,0,0,0,,0.0,0,0,0,0,0,0,62,92.5,0,0.0,0,0.0
10,11.0,40.0,11.0,12.0,2021-11-29,WAS,,SEA,"W, 17-15",*,7,4,51,12.8,0,57.1,7.3,0,0,0,,0.0,0,0,0,0,0,0,76,90.5,0,0.0,2,8.3
11,12.0,41.0,12.0,13.0,2021-12-05,WAS,@,LVR,"W, 17-15",*,5,3,22,7.3,0,60.0,4.4,0,0,0,,0.0,0,0,0,0,0,0,62,92.5,0,0.0,0,0.0
12,13.0,42.0,13.0,14.0,2021-12-12,WAS,,DAL,"L, 20-27",*,3,0,0,,0,0.0,0.0,0,0,0,,0.0,0,0,0,0,0,0,33,48.5,0,0.0,0,0.0
13,14.0,43.0,14.0,15.0,2021-12-21,WAS,@,PHI,"L, 17-27",*,4,2,51,25.5,0,50.0,12.8,0,0,0,,0.0,0,0,0,0,0,0,49,89.1,0,0.0,0,0.0
14,15.0,44.0,15.0,16.0,2021-12-26,WAS,@,DAL,"L, 14-56",*,6,3,40,13.3,0,50.0,6.7,0,0,0,,0.0,1,1,0,0,0,0,55,91.7,0,0.0,0,0.0
15,16.0,45.0,16.0,17.0,2022-01-02,WAS,,PHI,"L, 16-20",*,8,7,61,8.7,0,87.5,7.6,0,0,0,,0.0,0,0,0,0,0,0,60,95.2,0,0.0,0,0.0
16,17.0,46.0,17.0,18.0,2022-01-09,WAS,@,NYG,"W, 22-7",*,6,4,93,23.3,0,66.7,15.5,0,0,0,,0.0,0,0,0,0,0,0,47,79.7,0,0.0,0,0.0
17,,,,,,,,,7-10,,130,77,1053,13.7,5,59.2,8.1,1,12,0,12.0,0.0,2,2,0,0,0,0,1010,89.6,0,0.0,2,0.5
