,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Fmb,FL,FF,FR,Yds.1,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,1.0,1.0,1.0,2019-09-08,WAS,@,PHI,"L, 27-32",*,7,5,125,25.0,1,71.4,17.9,0,0,0,0,0,0,59,92.2,0,0.0,0,0.0
1,2.0,2.0,2.0,2.0,2019-09-15,WAS,,DAL,"L, 21-31",*,9,5,62,12.4,1,55.6,6.9,0,0,0,0,0,0,53,89.8,0,0.0,0,0.0
2,3.0,3.0,3.0,3.0,2019-09-23,WAS,,CHI,"L, 15-31",*,8,6,70,11.7,1,75.0,8.8,0,0,0,0,0,0,69,89.6,0,0.0,0,0.0
3,3.0,,4.0,4.0,2019-09-29,WAS,@,NYG,"L, 3-24",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
4,4.0,4.0,5.0,5.0,2019-10-06,WAS,,NWE,"L, 7-33",*,7,3,51,17.0,0,42.9,7.3,0,0,0,0,0,0,53,94.6,0,0.0,0,0.0
5,5.0,5.0,6.0,6.0,2019-10-13,WAS,@,MIA,"W, 17-16",*,7,4,100,25.0,2,57.1,14.3,0,0,0,0,0,0,57,96.6,0,0.0,1,3.3
6,6.0,6.0,7.0,7.0,2019-10-20,WAS,,SFO,"L, 0-9",*,2,1,11,11.0,0,50.0,5.5,0,0,0,0,0,0,44,91.7,0,0.0,0,0.0
7,7.0,7.0,8.0,8.0,2019-10-24,WAS,@,MIN,"L, 9-19",*,6,4,39,9.8,0,66.7,6.5,0,0,0,0,0,0,40,93.0,0,0.0,0,0.0
8,8.0,8.0,9.0,9.0,2019-11-03,WAS,@,BUF,"L, 9-24",*,6,4,39,9.8,0,66.7,6.5,0,0,0,0,0,0,50,100.0,0,0.0,0,0.0
9,9.0,9.0,10.0,11.0,2019-11-17,WAS,,NYJ,"L, 17-34",*,4,3,69,23.0,0,75.0,17.3,0,0,0,0,0,0,59,90.8,0,0.0,0,0.0
10,10.0,10.0,11.0,12.0,2019-11-24,WAS,,DET,"W, 19-16",*,12,5,72,14.4,0,41.7,6.0,0,0,0,0,0,0,57,98.3,0,0.0,0,0.0
11,11.0,11.0,12.0,13.0,2019-12-01,WAS,@,CAR,"W, 29-21",*,4,2,8,4.0,0,50.0,2.0,0,0,0,0,0,0,55,85.9,0,0.0,1,3.0
12,12.0,12.0,13.0,14.0,2019-12-08,WAS,@,GNB,"L, 15-20",*,7,4,57,14.3,1,57.1,8.1,0,0,0,1,0,0,60,95.2,0,0.0,1,4.0
13,13.0,13.0,14.0,15.0,2019-12-15,WAS,,PHI,"L, 27-37",*,5,5,130,26.0,1,100.0,26.0,0,0,0,0,0,0,47,88.7,0,0.0,0,0.0
14,14.0,14.0,15.0,16.0,2019-12-22,WAS,,NYG,"L, 35-41 (OT)",*,9,7,86,12.3,0,77.8,9.6,0,0,0,0,0,0,61,87.1,0,0.0,0,0.0
15,14.0,,16.0,17.0,2019-12-29,WAS,@,DAL,"L, 16-47",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
16,,,,,,,,,3-11,,93,58,919,15.8,7,62.4,9.9,0,0,0,1,0,0,764,92.2,0,0.0,3,0.8
