,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Fmb,FL,FF,FR,Yds.2,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,47.0,1.0,1.0,2022-09-11,WAS,,JAX,"W, 28-22",*,4,2,58,29.0,1,50.0,14.5,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,69,89.6,0,0.0,0,0.0
1,2.0,48.0,2.0,2.0,2022-09-18,WAS,@,DET,"L, 27-36",*,8,4,75,18.8,0,50.0,9.4,1,7,0,7.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,66,89.2,0,0.0,0,0.0
2,3.0,49.0,3.0,3.0,2022-09-25,WAS,,PHI,"L, 8-24",*,9,6,102,17.0,0,66.7,11.3,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,68,88.3,0,0.0,0,0.0
3,4.0,50.0,4.0,4.0,2022-10-02,WAS,@,DAL,"L, 10-25",*,6,2,15,7.5,0,33.3,2.5,0,0,0,,0.0,1,1,0,0,0,0,0,0,0,0,0,0,70,94.6,0,0.0,0,0.0
4,5.0,51.0,5.0,5.0,2022-10-09,WAS,,TEN,"L, 17-21",*,6,5,76,15.2,0,83.3,12.7,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,62,98.4,0,0.0,0,0.0
5,6.0,52.0,6.0,6.0,2022-10-13,WAS,@,CHI,"W, 12-7",*,4,3,41,13.7,0,75.0,10.3,2,11,0,5.5,0.0,0,0,0,0,0,0,1,0,0,1,0,0,56,98.2,0,0.0,0,0.0
6,7.0,53.0,7.0,7.0,2022-10-23,WAS,,GNB,"W, 23-21",*,8,5,73,14.6,1,62.5,9.1,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,70,94.6,0,0.0,0,0.0
7,8.0,54.0,8.0,8.0,2022-10-30,WAS,@,IND,"W, 17-16",*,8,6,113,18.8,0,75.0,14.1,1,-7,0,-7.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,58,95.1,0,0.0,0,0.0
8,9.0,55.0,9.0,9.0,2022-11-06,WAS,,MIN,"L, 17-20",*,9,5,56,11.2,0,55.6,6.2,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,64,100.0,0,0.0,0,0.0
9,10.0,56.0,10.0,10.0,2022-11-14,WAS,@,PHI,"W, 32-21",*,11,8,128,16.0,0,72.7,11.6,0,0,0,,0.0,1,1,0,0,0,0,0,0,0,0,0,0,71,85.5,0,0.0,0,0.0
10,11.0,57.0,11.0,11.0,2022-11-20,WAS,@,HOU,"W, 23-10",*,7,4,55,13.8,0,57.1,7.9,1,1,0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,49,72.1,0,0.0,0,0.0
11,12.0,58.0,12.0,12.0,2022-11-27,WAS,,ATL,"W, 19-13",*,6,4,48,12.0,0,66.7,8.0,1,5,0,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,51,82.3,0,0.0,0,0.0
12,13.0,59.0,13.0,13.0,2022-12-04,WAS,@,NYG,"T, 20-20 (OT)",*,12,8,105,13.1,1,66.7,8.8,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,77,90.6,0,0.0,0,0.0
13,14.0,60.0,14.0,15.0,2022-12-18,WAS,,NYG,"L, 12-20",*,6,6,70,11.7,0,100.0,11.7,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,58,92.1,0,0.0,0,0.0
14,15.0,61.0,15.0,16.0,2022-12-24,WAS,@,SFO,"L, 20-37",*,5,4,77,19.3,1,80.0,15.4,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,68,93.2,0,0.0,0,0.0
15,16.0,62.0,16.0,17.0,2023-01-01,WAS,,CLE,"L, 10-24",*,5,2,25,12.5,0,40.0,5.0,1,12,0,12.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,56,81.2,0,0.0,0,0.0
16,17.0,63.0,17.0,18.0,2023-01-08,WAS,,DAL,"W, 26-6",*,6,3,74,24.7,1,50.0,12.3,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,50,75.8,0,0.0,0,0.0
17,,,,,,,,,8-8-1,,120,77,1191,15.5,5,64.2,9.9,7,29,0,4.1,0.0,3,3,0,0,0,0,1,0,0,1,0,0,1063,89.3,0,0.0,0,0.0
