,Season,Age,Team,Lg,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Succ%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,QBR,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,AV,Awards
0,2022,23,SFO,NFL,QB,9,5,5-0-0,114,170,67.1,1374,13,7.6,4,2.4,66,50.3,54,8.1,8.55,12.1,152.7,107.3,67.5,11,84,6.08,7.13,7.57,1,1,6,AP ORoY-3
1,2023,24,SFO,NFL,QB,16,16,12-4-0,308,444,69.4,4280,31,7.0,11,2.5,192,54.7,76,9.6,9.92,13.9,267.5,113.0,72.8,28,153,5.93,8.74,9.01,0,0,18,"PB,AP MVP-4,AP OPoY-6,AP CPoY-6"
2,2024,25,SFO,NFL,QB,15,15,6-9-0,300,455,65.9,3864,20,4.4,12,2.6,178,49.4,76,8.5,8.18,12.9,257.6,96.1,67.9,31,156,6.38,7.63,7.34,1,1,13,
3,3 Yrs,3 Yrs,3 Yrs,3 Yrs,,40,36,23-13-0,722,1069,67.5,9518,64,6.0,27,2.5,436,51.7,76,8.9,8.96,13.2,238.0,104.9,,70,393,6.15,8.01,8.07,2,2,37,
4,17 Game Avg,17 Game Avg,17 Game Avg,17 Game Avg,,17,15,23-13-0,307,454,67.5,4045,27,6.0,11,2.5,185,51.7,76,8.9,8.96,13.2,238.0,104.9,,30,167,6.15,8.01,8.07,1,1,16,
