,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,Fmb,FL,FF,FR,Yds.2,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,31.0,1.0,1.0,2024-09-08,SEA,,DEN,"W, 26-20",*,20,103,1,5.2,3,2,6,3.0,0,66.7,2.0,0,0,0,0,0,0,44,65.7,0,0.0,0,0.0
1,1.0,,2.0,2.0,2024-09-15,SEA,@,NWE,"W, 23-20 (OT)",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2,1.0,,3.0,3.0,2024-09-22,SEA,,MIA,"W, 24-3",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
3,2.0,32.0,4.0,4.0,2024-09-30,SEA,@,DET,"L, 29-42",*,12,80,3,6.7,5,4,36,9.0,0,80.0,7.2,0,0,0,0,0,0,53,58.9,0,0.0,0,0.0
4,3.0,33.0,5.0,5.0,2024-10-06,SEA,,NYG,"L, 20-29",*,5,19,0,3.8,8,7,57,8.1,0,87.5,7.1,0,0,0,0,0,0,39,67.2,0,0.0,0,0.0
5,4.0,34.0,6.0,6.0,2024-10-10,SEA,,SFO,"L, 24-36",*,14,32,1,2.3,8,8,37,4.6,0,100.0,4.6,0,0,0,0,0,0,54,69.2,0,0.0,0,0.0
6,5.0,35.0,7.0,7.0,2024-10-20,SEA,@,ATL,"W, 34-14",*,14,69,1,4.9,2,2,24,12.0,1,100.0,12.0,0,0,0,0,0,0,28,46.7,0,0.0,0,0.0
7,6.0,36.0,8.0,8.0,2024-10-27,SEA,,BUF,"L, 10-31",*,9,12,0,1.3,5,4,33,8.3,0,80.0,6.6,0,0,0,2,0,0,28,54.9,0,0.0,0,0.0
8,7.0,37.0,9.0,9.0,2024-11-03,SEA,,LAR,"L, 20-26 (OT)",*,25,83,0,3.3,3,3,24,8.0,0,100.0,8.0,0,0,0,1,-3,0,61,76.3,0,0.0,0,0.0
9,8.0,38.0,10.0,11.0,2024-11-17,SEA,@,SFO,"W, 20-17",*,14,54,1,3.9,2,2,5,2.5,0,100.0,2.5,0,0,0,0,0,0,44,73.3,0,0.0,0,0.0
10,9.0,39.0,11.0,12.0,2024-11-24,SEA,,ARI,"W, 16-6",*,16,41,0,2.6,6,4,52,13.0,0,66.7,8.7,0,0,0,0,0,0,41,64.1,0,0.0,0,0.0
11,10.0,40.0,12.0,13.0,2024-12-01,SEA,@,NYJ,"W, 26-21",*,16,49,0,3.1,3,2,-3,-1.5,0,66.7,-1.0,1,0,0,0,0,0,39,60.9,0,0.0,0,0.0
12,10.0,,13.0,14.0,2024-12-08,SEA,@,ARI,"W, 30-18",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
13,10.0,,14.0,15.0,2024-12-15,SEA,,GNB,"L, 13-30",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
14,11.0,41.0,15.0,16.0,2024-12-22,SEA,,MIN,"L, 24-27",*,8,31,0,3.9,8,8,28,3.5,0,100.0,3.5,0,0,0,0,0,0,38,59.4,0,0.0,0,0.0
15,11.0,,16.0,17.0,2024-12-26,SEA,@,CHI,"W, 6-3",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
16,11.0,,17.0,18.0,2025-01-05,SEA,@,LAR,"W, 30-25",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
17,,,,,,,,,5-6,,153,573,7,3.7,53,46,299,6.5,1,86.8,5.6,1,0,0,3,-3,0,469,63.7,0,0.0,0,0.0
