,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,1.0,1.0,1.0,2017-09-10,SFO,,CAR,"L, 3-23",,0,0,0,,0,,,3,5.3,0,0.0,7,35.0
1,1.0,,2.0,2.0,2017-09-17,SFO,@,SEA,"L, 9-12",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2,1.0,,3.0,3.0,2017-09-21,SFO,,LAR,"L, 39-41",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
3,1.0,,4.0,4.0,2017-10-01,SFO,@,ARI,"L, 15-18 (OT)",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
4,1.0,,5.0,5.0,2017-10-08,SFO,@,IND,"L, 23-26 (OT)",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
5,1.0,,6.0,6.0,2017-10-15,SFO,@,WAS,"L, 24-26",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
6,2.0,2.0,7.0,7.0,2017-10-22,SFO,,DAL,"L, 10-40",,2,0,0,,0,0.0,0.0,23,34.8,0,0.0,0,0.0
7,3.0,3.0,8.0,8.0,2017-10-29,SFO,@,PHI,"L, 10-33",,2,0,0,,0,0.0,0.0,24,36.4,0,0.0,4,12.5
8,4.0,4.0,9.0,9.0,2017-11-05,SFO,,ARI,"L, 10-20",,6,2,39,19.5,0,33.3,6.5,40,53.3,0,0.0,7,24.1
9,5.0,5.0,10.0,10.0,2017-11-12,SFO,,NYG,"W, 31-21",,3,3,42,14.0,0,100.0,14.0,29,47.5,0,0.0,3,12.5
10,6.0,6.0,11.0,12.0,2017-11-26,SFO,,SEA,"L, 13-24",,2,2,22,11.0,0,100.0,11.0,33,46.5,0,0.0,3,9.7
11,7.0,7.0,12.0,13.0,2017-12-03,SFO,@,CHI,"W, 15-14",,1,0,0,,0,0.0,0.0,25,33.3,0,0.0,0,0.0
12,8.0,8.0,13.0,14.0,2017-12-10,SFO,@,HOU,"W, 26-16",,2,2,29,14.5,0,100.0,14.5,31,42.5,0,0.0,0,0.0
13,9.0,9.0,14.0,15.0,2017-12-17,SFO,,TEN,"W, 25-23",,6,4,85,21.3,0,66.7,14.2,31,44.3,0,0.0,6,21.4
14,10.0,10.0,15.0,16.0,2017-12-24,SFO,,JAX,"W, 44-33",,5,1,12,12.0,0,20.0,2.4,26,39.4,0,0.0,0,0.0
15,11.0,11.0,16.0,17.0,2017-12-31,SFO,@,LAR,"W, 34-13",,5,2,28,14.0,0,40.0,5.6,18,28.1,0,0.0,4,13.8
16,,,,,,,,,6-5,,34,16,257,16.1,0,47.1,7.6,283,38.0,0,0.0,34,11.2
