,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Cmp,Att.1,Cmp%,Yds.2,TD.2,Int,Y/A.1,AY/A,Rate,Sk,Yds.3,Fmb,FL,FF,FR,Yds.4,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,59.0,1.0,1.0,2021-09-12,NWE,,MIA,"L, 16-17",,3,1,17,17.0,0,33.3,5.7,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,33,44.0,0,0.0,1,4.8
1,2.0,60.0,2.0,2.0,2021-09-19,NWE,@,NYJ,"W, 25-6",,3,2,10,5.0,0,66.7,3.3,1,16,0,16.0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,32,54.2,0,0.0,0,0.0
2,3.0,61.0,3.0,3.0,2021-09-26,NWE,,NOR,"L, 13-28",*,8,6,96,16.0,1,75.0,12.0,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,55,76.4,0,0.0,0,0.0
3,4.0,62.0,4.0,4.0,2021-10-03,NWE,,TAM,"L, 17-19",*,5,5,58,11.6,0,100.0,11.6,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,36,61.0,0,0.0,1,3.4
4,5.0,63.0,5.0,5.0,2021-10-10,NWE,@,HOU,"W, 25-22",,3,3,26,8.7,0,100.0,8.7,1,12,0,12.0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,32,50.0,0,0.0,0,0.0
5,6.0,64.0,6.0,6.0,2021-10-17,NWE,,DAL,"L, 29-35 (OT)",,2,1,75,75.0,1,50.0,37.5,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,25,46.3,0,0.0,0,0.0
6,7.0,65.0,7.0,7.0,2021-10-24,NWE,,NYJ,"W, 54-13",,4,4,68,17.0,0,100.0,17.0,0,0,0,,1,1,100.0,25,1,0,25.0,45.0,158.3,0,0,0,0,0,0,0,0,41,53.9,0,0.0,0,0.0
7,8.0,66.0,8.0,8.0,2021-10-31,NWE,@,LAC,"W, 27-24",,7,4,38,9.5,0,57.1,5.4,0,0,0,,0,0,,0,0,0,,,,0,0,1,1,0,0,0,0,23,29.9,0,0.0,0,0.0
8,9.0,67.0,9.0,9.0,2021-11-07,NWE,@,CAR,"W, 24-6",,4,3,34,11.3,0,75.0,8.5,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,33,53.2,0,0.0,0,0.0
9,10.0,68.0,10.0,10.0,2021-11-14,NWE,,CLE,"W, 45-7",,4,4,98,24.5,1,100.0,24.5,3,43,0,14.3,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,29,43.3,0,0.0,0,0.0
10,11.0,69.0,11.0,11.0,2021-11-18,NWE,@,ATL,"W, 25-0",,4,4,42,10.5,0,100.0,10.5,1,7,0,7.0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,29,45.3,0,0.0,0,0.0
11,12.0,70.0,12.0,12.0,2021-11-28,NWE,,TEN,"W, 36-13",*,6,5,61,12.2,2,83.3,10.2,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,33,55.0,0,0.0,0,0.0
12,13.0,71.0,13.0,13.0,2021-12-06,NWE,@,BUF,"W, 14-10",*,0,0,0,,0,,,1,3,0,3.0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,15,29.4,0,0.0,0,0.0
13,14.0,72.0,14.0,15.0,2021-12-18,NWE,@,IND,"L, 17-27",,3,3,44,14.7,0,100.0,14.7,2,19,0,9.5,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,48,70.6,0,0.0,1,4.0
14,15.0,73.0,15.0,16.0,2021-12-26,NWE,,BUF,"L, 21-33",,4,2,33,16.5,0,50.0,8.3,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,30,46.9,0,0.0,0,0.0
15,16.0,74.0,16.0,17.0,2022-01-02,NWE,,JAX,"W, 50-10",*,6,5,76,15.2,0,83.3,12.7,2,17,0,8.5,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,43,59.7,0,0.0,1,3.7
16,17.0,75.0,17.0,18.0,2022-01-09,NWE,@,MIA,"L, 24-33",,4,3,24,8.0,0,75.0,6.0,1,8,0,8.0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,36,58.1,0,0.0,0,0.0
17,,,,,,,,,10-7,,70,55,800,14.5,5,78.6,11.4,12,125,0,10.4,1,1,100.0,25,1,0,25.0,45.0,158.3,0,0,1,1,0,0,0,0,573,51.8,0,0.0,4,0.9
