,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,28.0,1.0,1.0,2019-09-08,SFO,@,TAM,"W, 31-17",,3,1,9,9.0,0,33.3,3.0,0.0,0,0,0,0,0,0,17,25.4,0,0.0,9,37.5
1,2.0,29.0,2.0,2.0,2019-09-15,SFO,@,CIN,"W, 41-17",,2,1,4,4.0,0,50.0,2.0,0.0,0,0,0,0,0,0,23,32.9,0,0.0,14,45.2
2,3.0,30.0,3.0,3.0,2019-09-22,SFO,,PIT,"W, 24-20",,2,1,22,22.0,0,50.0,11.0,0.0,0,0,0,0,0,0,22,27.8,0,0.0,9,33.3
3,4.0,31.0,4.0,5.0,2019-10-07,SFO,,CLE,"W, 31-3",,2,2,24,12.0,0,100.0,12.0,0.0,0,0,0,0,0,0,16,21.3,0,0.0,8,27.6
4,5.0,32.0,5.0,6.0,2019-10-13,SFO,@,LAR,"W, 20-7",,1,1,11,11.0,0,100.0,11.0,0.0,0,0,0,0,0,0,22,28.6,0,0.0,7,30.4
5,6.0,33.0,6.0,7.0,2019-10-20,SFO,@,WAS,"W, 9-0",,4,3,69,23.0,0,75.0,17.3,0.0,0,0,0,0,0,0,57,89.1,0,0.0,8,50.0
6,7.0,34.0,7.0,8.0,2019-10-27,SFO,,CAR,"W, 51-13",,1,1,12,12.0,0,100.0,12.0,0.0,1,1,0,0,0,0,30,46.2,0,0.0,11,34.4
7,8.0,35.0,8.0,9.0,2019-10-31,SFO,@,ARI,"W, 28-25",,1,1,7,7.0,1,100.0,7.0,0.0,0,0,0,0,0,0,19,27.1,0,0.0,10,38.5
8,9.0,36.0,9.0,10.0,2019-11-11,SFO,,SEA,"L, 24-27 (OT)",,8,4,42,10.5,1,50.0,5.3,0.0,0,0,0,0,0,0,59,71.1,0,0.0,10,28.6
9,10.0,37.0,10.0,11.0,2019-11-17,SFO,,ARI,"W, 36-26",,6,4,31,7.8,1,66.7,5.2,0.0,0,0,0,0,0,0,40,54.8,0,0.0,10,38.5
10,11.0,38.0,11.0,12.0,2019-11-24,SFO,,GNB,"W, 37-8",,2,2,27,13.5,0,100.0,13.5,0.0,0,0,0,0,0,0,24,50.0,0,0.0,10,38.5
11,12.0,39.0,12.0,13.0,2019-12-01,SFO,@,BAL,"L, 17-20",,3,3,42,14.0,0,100.0,14.0,0.0,0,0,0,0,0,0,25,43.9,0,0.0,7,35.0
12,13.0,40.0,13.0,14.0,2019-12-08,SFO,@,NOR,"W, 48-46",,4,3,18,6.0,2,75.0,4.5,0.0,0,0,0,0,0,0,37,57.8,0,0.0,10,27.0
13,14.0,41.0,14.0,15.0,2019-12-15,SFO,,ATL,"L, 22-29",,2,1,11,11.0,0,50.0,5.5,0.0,0,0,0,0,0,0,34,53.1,0,0.0,11,36.7
14,15.0,42.0,15.0,16.0,2019-12-21,SFO,,LAR,"W, 34-31",,3,2,29,14.5,0,66.7,9.7,0.0,0,0,0,0,0,0,30,52.6,0,0.0,9,25.7
15,16.0,43.0,16.0,17.0,2019-12-29,SFO,@,SEA,"W, 26-21",,0,0,0,,0,,,0.0,0,0,0,0,0,0,10,20.0,0,0.0,5,22.7
16,,,,,,,,,13-3,,44,30,358,11.9,5,68.2,8.1,0.0,1,1,0,0,0,0,465,43.7,0,0.0,148,33.7
