,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Fmb,FL,FF,FR,Yds.2,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,92.0,1.0,1.0,2023-09-10,NWE,,PHI,"L, 20-25",*,11,6,64,10.7,2,54.5,5.8,0,0,0,,0,0,0,0,0,0,73,91.3,0,0.0,0,0.0
1,2.0,93.0,2.0,2.0,2023-09-17,NWE,,MIA,"L, 17-24",,9,4,29,7.3,0,44.4,3.2,0,0,0,,0,0,0,0,0,0,38,51.4,0,0.0,0,0.0
2,3.0,94.0,3.0,3.0,2023-09-24,NWE,@,NYJ,"W, 15-10",,5,4,46,11.5,0,80.0,9.2,0,0,0,,0,0,0,0,0,0,40,55.6,0,0.0,0,0.0
3,4.0,95.0,4.0,4.0,2023-10-01,NWE,@,DAL,"L, 3-38",,3,2,36,18.0,0,66.7,12.0,0,0,0,,0,0,0,0,0,0,29,52.7,0,0.0,0,0.0
4,5.0,96.0,5.0,5.0,2023-10-08,NWE,,NOR,"L, 0-34",*,5,2,43,21.5,0,40.0,8.6,0,0,0,,0,0,0,0,0,0,47,87.0,0,0.0,0,0.0
5,6.0,97.0,6.0,6.0,2023-10-15,NWE,@,LVR,"L, 17-21",*,11,10,89,8.9,0,90.9,8.1,1,4,0,4.0,0,0,0,0,0,0,56,93.3,0,0.0,0,0.0
6,7.0,98.0,7.0,7.0,2023-10-22,NWE,,BUF,"W, 29-25",*,7,6,63,10.5,1,85.7,9.0,0,0,0,,1,1,0,0,0,0,56,93.3,0,0.0,0,0.0
7,8.0,99.0,8.0,8.0,2023-10-29,NWE,@,MIA,"L, 17-31",*,4,3,36,12.0,1,75.0,9.0,0,0,0,,0,0,0,0,0,0,32,60.4,0,0.0,0,0.0
8,8.0,,9.0,9.0,2023-11-05,NWE,,WAS,"L, 17-20",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
9,8.0,,10.0,10.0,2023-11-12,NWE,,IND,"L, 6-10",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
10,8.0,,11.0,12.0,2023-11-26,NWE,@,NYG,"L, 7-10",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
11,8.0,,12.0,13.0,2023-12-03,NWE,,LAC,"L, 0-6",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
12,8.0,,13.0,14.0,2023-12-07,NWE,@,PIT,"W, 21-18",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
13,8.0,,14.0,15.0,2023-12-17,NWE,,KAN,"L, 17-27",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
14,8.0,,15.0,16.0,2023-12-24,NWE,@,DEN,"W, 26-23",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
15,8.0,,16.0,17.0,2023-12-31,NWE,@,BUF,"L, 21-27",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
16,8.0,,17.0,18.0,2024-01-07,NWE,,NYJ,"L, 3-17",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
17,,,,,,,,,2-6,,55,37,406,11.0,4,67.3,7.4,1,4,0,4.0,1,1,0,0,0,0,371,73.0,0,0.0,0,0.0
