,Season,Age,Team,Lg,Pos,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Att,Yds.1,TD.1,1D.1,Succ%.1,Lng.1,Y/A,Y/G.1,A/G,Touch,Y/Tch,YScm,RRTD,Fmb,AV,Awards
0,2017,22,SFO,NFL,WR,11.0,0.0,34.0,16.0,257.0,16.1,0.0,12.0,41.2,54.0,1.5,23.4,47.1,7.6,0.0,0.0,0.0,0.0,,,,0.0,0.0,16.0,16.1,257.0,0.0,0.0,2.0,
1,2018,23,SFO,NFL,WR,16.0,8.0,66.0,42.0,487.0,11.6,4.0,30.0,54.5,33.0,2.6,30.4,63.6,7.4,0.0,0.0,0.0,0.0,,,,0.0,0.0,42.0,11.6,487.0,4.0,1.0,4.0,
2,2019,24,SFO,NFL,WR,16.0,0.0,44.0,30.0,358.0,11.9,5.0,23.0,59.1,30.0,1.9,22.4,68.2,8.1,0.0,0.0,0.0,0.0,,,,0.0,0.0,30.0,11.9,358.0,5.0,0.0,4.0,
3,2020,25,SFO,NFL,WR,15.0,5.0,74.0,49.0,667.0,13.6,2.0,35.0,58.1,49.0,3.3,44.5,66.2,9.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,49.0,13.6,667.0,2.0,0.0,5.0,
4,2021,26,NWE,NFL,WR,17.0,5.0,70.0,55.0,800.0,14.5,5.0,27.0,65.7,75.0,3.2,47.1,78.6,11.4,12.0,125.0,0.0,7.0,83.3,18.0,10.4,7.4,0.7,67.0,13.8,925.0,5.0,1.0,9.0,
5,2022,27,NWE,NFL,WR,16.0,2.0,48.0,35.0,434.0,12.4,1.0,22.0,54.2,41.0,2.2,27.1,72.9,9.0,6.0,39.0,0.0,2.0,33.3,29.0,6.5,2.4,0.4,41.0,11.5,473.0,1.0,2.0,4.0,
6,2023,28,NWE,NFL,WR,8.0,5.0,55.0,37.0,406.0,11.0,4.0,15.0,49.1,36.0,4.6,50.8,67.3,7.4,1.0,4.0,0.0,1.0,100.0,4.0,4.0,0.5,0.1,38.0,10.8,410.0,4.0,1.0,3.0,
7,2024,29,NWE,NFL,WR,12.0,9.0,38.0,28.0,305.0,10.9,1.0,13.0,55.3,37.0,2.3,25.4,73.7,8.0,1.0,6.0,0.0,1.0,100.0,6.0,6.0,0.5,0.1,29.0,10.7,311.0,1.0,0.0,3.0,
8,2025,30,SFO,NFL,WR,2.0,1.0,9.0,7.0,70.0,10.0,0.0,4.0,77.8,13.0,3.5,35.0,77.8,7.8,0.0,0.0,0.0,0.0,,,,0.0,0.0,7.0,10.0,70.0,0.0,0.0,,
9,9 Yrs,9 Yrs,9 Yrs,9 Yrs,,113.0,35.0,438.0,299.0,3784.0,12.7,22.0,181.0,56.2,75.0,2.6,33.5,68.3,8.6,20.0,174.0,0.0,11.0,70.0,29.0,8.7,1.5,0.2,319.0,12.4,3958.0,22.0,5.0,34.0,
10,17 Game Avg,17 Game Avg,17 Game Avg,17 Game Avg,,17.0,5.0,66.0,45.0,569.0,12.7,3.0,27.0,56.2,75.0,2.6,33.5,68.3,8.6,3.0,26.0,0.0,2.0,70.0,29.0,8.7,1.5,0.2,48.0,12.4,595.0,3.0,1.0,,
11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,SFO (5 Yrs),SFO (5 Yrs),SFO (5 Yrs),SFO (5 Yrs),,60.0,14.0,227.0,144.0,1839.0,12.8,11.0,104.0,55.5,54.0,2.4,30.7,63.4,8.1,0.0,0.0,0.0,0.0,,,,0.0,0.0,144.0,12.8,1839.0,11.0,1.0,15.0,
13,NWE (4 Yrs),NWE (4 Yrs),NWE (4 Yrs),NWE (4 Yrs),,53.0,21.0,211.0,155.0,1945.0,12.5,11.0,77.0,56.9,75.0,2.9,36.7,73.5,9.2,20.0,174.0,0.0,11.0,70.0,29.0,8.7,3.3,0.4,175.0,12.1,2119.0,11.0,4.0,19.0,
