,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,15.0,1.0,1.0,2018-09-09,CIN,@,IND,"W, 34-23",*,17,95,1,5.6,7,5,54,10.8,0,71.4,7.7,44,78.6,0,0.0,0,0.0
1,2.0,16.0,2.0,2.0,2018-09-13,CIN,,BAL,"W, 34-23",*,21,84,0,4.0,1,1,3,3.0,0,100.0,3.0,39,51.3,0,0.0,0,0.0
2,2.0,,3.0,3.0,2018-09-23,CIN,@,CAR,"L, 21-31",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
3,2.0,,4.0,4.0,2018-09-30,CIN,@,ATL,"W, 37-36",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
4,3.0,17.0,5.0,5.0,2018-10-07,CIN,,MIA,"W, 27-17",*,22,93,0,4.2,4,3,22,7.3,1,75.0,5.5,47,78.3,0,0.0,0,0.0
5,4.0,18.0,6.0,6.0,2018-10-14,CIN,,PIT,"L, 21-28",*,11,64,1,5.8,7,4,20,5.0,0,57.1,2.9,42,68.9,0,0.0,0,0.0
6,5.0,19.0,7.0,7.0,2018-10-21,CIN,@,KAN,"L, 10-45",*,13,50,0,3.8,5,3,1,0.3,0,60.0,0.2,44,77.2,0,0.0,0,0.0
7,6.0,20.0,8.0,8.0,2018-10-28,CIN,,TAM,"W, 37-34",*,21,123,2,5.9,4,3,15,5.0,0,75.0,3.8,55,83.3,0,0.0,0,0.0
8,7.0,21.0,9.0,10.0,2018-11-11,CIN,,NOR,"L, 14-51",*,11,61,0,5.5,2,2,24,12.0,0,100.0,12.0,29,67.4,0,0.0,0,0.0
9,8.0,22.0,10.0,11.0,2018-11-18,CIN,@,BAL,"L, 21-24",*,12,14,1,1.2,3,3,38,12.7,0,100.0,12.7,34,61.8,0,0.0,0,0.0
10,9.0,23.0,11.0,12.0,2018-11-25,CIN,,CLE,"L, 20-35",*,14,89,0,6.4,7,7,66,9.4,0,100.0,9.4,53,71.6,0,0.0,0,0.0
11,10.0,24.0,12.0,13.0,2018-12-02,CIN,,DEN,"L, 10-24",*,12,82,0,6.8,2,2,13,6.5,0,100.0,6.5,39,57.4,0,0.0,0,0.0
12,11.0,25.0,13.0,14.0,2018-12-09,CIN,@,LAC,"L, 21-26",*,26,111,1,4.3,6,5,27,5.4,0,83.3,4.5,47,70.1,0,0.0,0,0.0
13,12.0,26.0,14.0,15.0,2018-12-16,CIN,,OAK,"W, 30-16",*,27,129,2,4.8,4,2,1,0.5,0,50.0,0.3,52,65.0,0,0.0,0,0.0
14,13.0,27.0,15.0,16.0,2018-12-23,CIN,@,CLE,"L, 18-26",*,17,68,0,4.0,2,2,10,5.0,0,100.0,5.0,38,80.9,0,0.0,0,0.0
15,14.0,28.0,16.0,17.0,2018-12-30,CIN,@,PIT,"L, 13-16",,13,105,0,8.1,1,1,2,2.0,0,100.0,2.0,32,65.3,0,0.0,0,0.0
16,,,,,,,,,5-9,,237,1168,8,4.9,55,43,296,6.9,1,78.2,5.4,595,69.3,0,0.0,0,0.0
