,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,1.0,1.0,1.0,2023-09-07,DET,@,KAN,"W, 21-20",*,5,5,39,7.8,0,100.0,7.8,0,0,0,,58,82.9,0,0.0,0,0.0
1,2.0,2.0,2.0,2.0,2023-09-17,DET,,SEA,"L, 31-37 (OT)",*,6,5,63,12.6,0,83.3,10.5,0,0,0,,54,81.8,0,0.0,0,0.0
2,3.0,3.0,3.0,3.0,2023-09-24,DET,,ATL,"W, 20-6",,11,8,84,10.5,1,72.7,7.6,0,0,0,,52,74.3,0,0.0,1,3.7
3,4.0,4.0,4.0,4.0,2023-09-28,DET,@,GNB,"W, 34-20",*,5,4,56,14.0,0,80.0,11.2,0,0,0,,60,80.0,0,0.0,1,3.3
4,5.0,5.0,5.0,5.0,2023-10-08,DET,,CAR,"W, 42-24",*,4,3,47,15.7,2,75.0,11.8,0,0,0,,52,86.7,0,0.0,2,7.4
5,6.0,6.0,6.0,6.0,2023-10-15,DET,@,TAM,"W, 20-6",*,11,4,36,9.0,0,36.4,3.3,0,0,0,,58,82.9,0,0.0,0,0.0
6,7.0,7.0,7.0,7.0,2023-10-22,DET,@,BAL,"L, 6-38",,7,6,52,8.7,0,85.7,7.4,0,0,0,,54,72.0,0,0.0,0,0.0
7,8.0,8.0,8.0,8.0,2023-10-30,DET,,LVR,"W, 26-14",*,10,8,57,7.1,1,80.0,5.7,0,0,0,,81,94.2,0,0.0,0,0.0
8,9.0,9.0,9.0,10.0,2023-11-12,DET,@,LAC,"W, 41-38",*,5,4,40,10.0,0,80.0,8.0,0,0,0,,53,80.3,0,0.0,0,0.0
9,10.0,10.0,10.0,11.0,2023-11-19,DET,,CHI,"W, 31-26",*,5,3,18,6.0,0,60.0,3.6,0,0,0,,53,85.5,0,0.0,1,3.8
10,11.0,11.0,11.0,12.0,2023-11-23,DET,,GNB,"L, 22-29",*,8,5,47,9.4,1,62.5,5.9,0,0,0,,73,86.9,0,0.0,0,0.0
11,12.0,12.0,12.0,13.0,2023-12-03,DET,@,NOR,"W, 33-28",*,9,9,140,15.6,1,100.0,15.6,0,0,0,,47,81.0,0,0.0,0,0.0
12,13.0,13.0,13.0,14.0,2023-12-10,DET,@,CHI,"L, 13-28",*,6,2,23,11.5,0,33.3,3.8,1,4,0,4.0,56,86.2,0,0.0,0,0.0
13,14.0,14.0,14.0,15.0,2023-12-16,DET,,DEN,"W, 42-17",*,6,5,56,11.2,3,83.3,9.3,0,0,0,,63,95.5,0,0.0,6,20.7
14,15.0,15.0,15.0,16.0,2023-12-24,DET,@,MIN,"W, 30-24",,3,3,18,6.0,0,100.0,6.0,0,0,0,,75,94.9,0,0.0,1,3.8
15,16.0,16.0,16.0,17.0,2023-12-30,DET,@,DAL,"L, 19-20",*,12,7,84,12.0,0,58.3,7.0,0,0,0,,69,100.0,0,0.0,0,0.0
16,17.0,17.0,17.0,18.0,2024-01-07,DET,,MIN,"W, 30-20",*,7,5,29,5.8,1,71.4,4.1,0,0,0,,23,40.4,0,0.0,0,0.0
17,,,,,,,,,12-5,,120,86,889,10.3,10,71.7,7.4,1,4,0,4.0,981,83.3,0,0.0,12,2.7
