,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Y/A,AY/A,Rate,Sk,Yds.1,Att.1,Yds.2,TD.1,Y/A.1,Sk.1,Comb,Solo,Ast,TFL,QBHits,Sfty,Fmb,FL,FF,FR,Yds.3,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,45.0,1.0,1.0,2021-09-12,BUF,,PIT,"L, 16-23",*,30,51,58.8,270,1,0,5.3,5.69,79.7,3,16,9,44,0,4.9,0.0,0,0,0,0,0,0,2,1,0,1,0,0,85,100.0,0,0.0,0,0.0
1,2.0,46.0,2.0,2.0,2021-09-19,BUF,@,MIA,"W, 35-0",*,17,33,51.5,179,2,1,5.4,5.27,75.2,1,8,5,35,0,7.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,63,96.9,0,0.0,0,0.0
2,3.0,47.0,3.0,3.0,2021-09-26,BUF,,WAS,"W, 43-21",*,32,43,74.4,358,4,0,8.3,10.19,129.8,0,0,4,9,1,2.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,71,89.9,0,0.0,0,0.0
3,4.0,48.0,4.0,4.0,2021-10-03,BUF,,HOU,"W, 40-0",*,20,30,66.7,248,2,1,8.3,8.1,100.4,1,5,6,41,0,6.8,0.0,0,0,0,0,0,0,1,0,0,1,-2,0,63,87.5,0,0.0,0,0.0
4,5.0,49.0,5.0,5.0,2021-10-10,BUF,@,KAN,"W, 38-20",*,15,26,57.7,315,3,0,12.1,14.42,139.1,0,0,11,59,1,5.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,57,100.0,0,0.0,0,0.0
5,6.0,50.0,6.0,6.0,2021-10-18,BUF,@,TEN,"L, 31-34",*,35,47,74.5,353,3,1,7.5,7.83,107.8,3,18,9,26,0,2.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,77,100.0,0,0.0,0,0.0
6,7.0,51.0,7.0,8.0,2021-10-31,BUF,,MIA,"W, 26-11",*,29,42,69.0,249,2,0,5.9,6.88,100.2,0,0,8,55,1,6.9,0.0,0,0,0,0,0,0,1,0,0,0,0,0,73,100.0,0,0.0,0,0.0
7,8.0,52.0,8.0,9.0,2021-11-07,BUF,@,JAX,"L, 6-9",*,31,47,66.0,264,0,2,5.6,3.7,62.7,4,35,5,50,0,10.0,0.0,1,1,0,0,0,0,1,1,0,0,0,0,67,100.0,0,0.0,0,0.0
8,9.0,53.0,9.0,10.0,2021-11-14,BUF,@,NYJ,"W, 45-17",*,21,28,75.0,366,2,1,13.1,12.89,125.6,2,16,2,3,0,1.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,54,93.1,0,0.0,0,0.0
9,10.0,54.0,10.0,11.0,2021-11-21,BUF,,IND,"L, 15-41",*,21,35,60.0,209,2,2,6.0,4.54,72.2,1,8,2,18,0,9.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,50,89.3,0,0.0,0,0.0
10,11.0,55.0,11.0,12.0,2021-11-25,BUF,@,NOR,"W, 31-6",*,23,28,82.1,260,4,2,9.3,8.93,115.2,2,12,8,43,0,5.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,63,95.5,0,0.0,0,0.0
11,12.0,56.0,12.0,13.0,2021-12-06,BUF,,NWE,"L, 10-14",*,15,30,50.0,145,1,0,4.8,5.5,75.0,2,14,6,39,0,6.5,0.0,0,0,0,0,0,0,1,1,0,0,-2,0,58,100.0,0,0.0,0,0.0
12,13.0,57.0,13.0,14.0,2021-12-12,BUF,@,TAM,"L, 27-33 (OT)",*,36,54,66.7,308,2,1,5.7,5.61,86.0,3,15,12,109,1,9.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,78,100.0,0,0.0,0,0.0
13,14.0,58.0,14.0,15.0,2021-12-19,BUF,,CAR,"W, 31-14",*,19,34,55.9,210,3,1,6.2,6.62,91.5,4,17,3,24,0,8.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,70,100.0,0,0.0,0,0.0
14,15.0,59.0,15.0,16.0,2021-12-26,BUF,@,NWE,"W, 33-21",*,30,47,63.8,314,3,0,6.7,7.96,104.4,0,0,12,64,0,5.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,79,100.0,0,0.0,0,0.0
15,16.0,60.0,16.0,17.0,2022-01-02,BUF,,ATL,"W, 29-15",*,11,26,42.3,120,0,3,4.6,-0.58,17.0,0,0,15,81,2,5.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,76,100.0,0,0.0,0,0.0
16,17.0,61.0,17.0,18.0,2022-01-09,BUF,,NYJ,"W, 27-10",*,24,45,53.3,239,2,0,5.3,6.2,83.5,0,0,5,63,0,12.6,0.0,0,0,0,0,0,0,0,0,0,0,0,0,77,93.9,0,0.0,0,0.0
17,,,,,,,,,11-6,,409,646,63.3,4407,36,15,6.8,6.89,92.2,26,164,122,763,6,6.3,0.0,1,1,0,0,0,0,8,3,0,2,-4,0,1161,96.9,0,0.0,0,0.0
