,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,Fmb,FL,FF,FR,Yds.2,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,28.0,1.0,1.0,2024-09-08,WAS,@,TAM,"L, 20-37",*,12,40,1,3.3,4,3,49,16.3,0,75.0,12.3,0,0,0,0,0,0,33,55.9,0,0.0,0,0.0
1,2.0,29.0,2.0,2.0,2024-09-15,WAS,,NYG,"W, 21-18",*,17,133,0,7.8,3,1,3,3.0,0,33.3,1.0,0,0,0,0,0,0,43,59.7,0,0.0,0,0.0
2,3.0,30.0,3.0,3.0,2024-09-23,WAS,@,CIN,"W, 38-33",*,16,33,1,2.1,1,1,4,4.0,0,100.0,4.0,0,0,0,0,0,0,45,76.3,0,0.0,0,0.0
3,4.0,31.0,4.0,4.0,2024-09-29,WAS,@,ARI,"W, 42-14",*,21,101,1,4.8,3,3,12,4.0,0,100.0,4.0,0,0,0,0,0,0,45,62.5,0,0.0,0,0.0
4,5.0,32.0,5.0,5.0,2024-10-06,WAS,,CLE,"W, 34-13",*,7,18,2,2.6,0,0,0,,0,,,0,0,0,0,0,0,23,34.3,0,0.0,0,0.0
5,5.0,,6.0,6.0,2024-10-13,WAS,@,BAL,"L, 23-30",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
6,6.0,33.0,7.0,7.0,2024-10-20,WAS,,CAR,"W, 40-7",,12,71,1,5.9,0,0,0,,0,,,0,0,0,0,0,0,26,37.7,0,0.0,0,0.0
7,7.0,34.0,8.0,8.0,2024-10-27,WAS,,CHI,"W, 18-15",*,16,65,0,4.1,1,1,11,11.0,0,100.0,11.0,0,0,0,0,0,0,35,47.3,0,0.0,0,0.0
8,7.0,,9.0,9.0,2024-11-03,WAS,@,NYG,"W, 27-22",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
9,7.0,,10.0,10.0,2024-11-10,WAS,,PIT,"L, 27-28",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
10,8.0,35.0,11.0,11.0,2024-11-14,WAS,@,PHI,"L, 18-26",*,16,63,1,3.9,1,1,9,9.0,0,100.0,9.0,0,0,0,0,0,0,35,53.0,0,0.0,0,0.0
11,9.0,36.0,12.0,12.0,2024-11-24,WAS,,DAL,"L, 26-34",*,5,13,0,2.6,2,1,11,11.0,0,50.0,5.5,0,0,0,0,0,0,12,17.1,0,0.0,0,0.0
12,10.0,37.0,13.0,13.0,2024-12-01,WAS,,TEN,"W, 42-19",*,16,103,1,6.4,1,1,6,6.0,0,100.0,6.0,0,0,0,0,0,0,39,47.0,0,0.0,0,0.0
13,11.0,38.0,14.0,15.0,2024-12-15,WAS,@,NOR,"W, 20-19",*,21,65,0,3.1,3,3,22,7.3,0,100.0,7.3,0,0,0,0,0,0,58,74.4,0,0.0,0,0.0
14,12.0,39.0,15.0,16.0,2024-12-22,WAS,,PHI,"W, 36-33",*,10,24,0,2.4,3,2,17,8.5,0,66.7,5.7,2,2,0,0,0,0,43,63.2,0,0.0,0,0.0
15,13.0,40.0,16.0,17.0,2024-12-29,WAS,,ATL,"W, 30-24 (OT)",*,13,60,0,4.6,2,2,9,4.5,0,100.0,4.5,0,0,0,0,0,0,45,54.2,0,0.0,0,0.0
16,14.0,41.0,17.0,18.0,2025-01-05,WAS,@,DAL,"W, 23-19",*,5,10,0,2.0,1,1,6,6.0,0,100.0,6.0,0,0,0,0,0,0,23,39.7,0,0.0,0,0.0
17,,,,,,,,,11-3,,187,799,8,4.3,25,20,159,8.0,0,80.0,6.4,2,2,0,0,0,0,505,51.6,0,0.0,0,0.0
