,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Fmb,FL,FF,FR,Yds.2,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,,,1.0,1.0,2022-09-11,WAS,,JAX,"W, 28-22",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
1,,,2.0,2.0,2022-09-18,WAS,@,DET,"L, 27-36",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
2,,,3.0,3.0,2022-09-25,WAS,,PHI,"L, 8-24",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
3,,,4.0,4.0,2022-10-02,WAS,@,DAL,"L, 10-25",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
4,1.0,1.0,5.0,5.0,2022-10-09,WAS,,TEN,"L, 17-21",,9,22,0,2.4,0,0,0,,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,18,28.6,0,0.0,0,0.0
5,2.0,2.0,6.0,6.0,2022-10-13,WAS,@,CHI,"W, 12-7",*,17,60,1,3.5,0,0,0,,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,27,47.4,0,0.0,0,0.0
6,3.0,3.0,7.0,7.0,2022-10-23,WAS,,GNB,"W, 23-21",*,20,73,0,3.7,2,2,13,6.5,0,100.0,6.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,35,47.3,0,0.0,0,0.0
7,4.0,4.0,8.0,8.0,2022-10-30,WAS,@,IND,"W, 17-16",,8,20,0,2.5,0,0,0,,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,15,24.6,0,0.0,0,0.0
8,5.0,5.0,9.0,9.0,2022-11-06,WAS,,MIN,"L, 17-20",*,13,44,0,3.4,2,2,-6,-3.0,0,100.0,-3.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,28,43.8,0,0.0,0,0.0
9,6.0,6.0,10.0,10.0,2022-11-14,WAS,@,PHI,"W, 32-21",*,26,86,1,3.3,0,0,0,,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,43,51.8,0,0.0,0,0.0
10,7.0,7.0,11.0,11.0,2022-11-20,WAS,@,HOU,"W, 23-10",*,15,57,0,3.8,0,0,0,,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23,33.8,0,0.0,0,0.0
11,8.0,8.0,12.0,12.0,2022-11-27,WAS,,ATL,"W, 19-13",*,18,105,0,5.8,3,2,20,10.0,1,66.7,6.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,30,48.4,0,0.0,0,0.0
12,9.0,9.0,13.0,13.0,2022-12-04,WAS,@,NYG,"T, 20-20 (OT)",*,21,96,0,4.6,2,2,15,7.5,0,100.0,7.5,0.0,0,0,0,0,0,0,1,0,0,0,0,0,40,47.1,0,0.0,0,0.0
13,10.0,10.0,14.0,15.0,2022-12-18,WAS,,NYG,"L, 12-20",*,12,89,0,7.4,1,1,18,18.0,0,100.0,18.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,24,38.1,0,0.0,0,0.0
14,11.0,11.0,15.0,16.0,2022-12-24,WAS,@,SFO,"L, 20-37",*,22,58,0,2.6,1,0,0,,0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,32,43.8,0,0.0,0,0.0
15,12.0,12.0,16.0,17.0,2023-01-01,WAS,,CLE,"L, 10-24",,24,87,0,3.6,1,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,36,52.2,0,0.0,0,0.0
