,Season,Age,Team,Lg,Pos,G,GS,Att,Yds,TD,1D,Succ%,Lng,Y/A,Y/G,A/G,Tgt,Rec,Yds.1,Y/R,TD.1,1D.1,Succ%.1,Lng.1,R/G,Y/G.1,Ctch%,Y/Tgt,Touch,Y/Tch,YScm,RRTD,Fmb,AV,Awards
0,2022,23,WAS,NFL,RB,12.0,9.0,205.0,797.0,2.0,49.0,52.7,24.0,3.9,66.4,17.1,12.0,9.0,60.0,6.7,1.0,3.0,50.0,18.0,0.8,5.0,75.0,5.0,214.0,4.0,857.0,3.0,2.0,3.0,
1,2023,24,WAS,NFL,RB,15.0,15.0,178.0,733.0,5.0,47.0,47.8,29.0,4.1,48.9,11.9,43.0,36.0,368.0,10.2,4.0,15.0,53.5,51.0,2.4,24.5,83.7,8.6,214.0,5.1,1101.0,9.0,4.0,7.0,
2,2024,25,WAS,NFL,RB,14.0,13.0,187.0,799.0,8.0,47.0,48.7,40.0,4.3,57.1,13.4,25.0,20.0,159.0,8.0,0.0,4.0,44.0,32.0,1.4,11.4,80.0,6.4,207.0,4.6,958.0,8.0,2.0,7.0,
3,2025,26,SFO,NFL,RB,3.0,0.0,17.0,75.0,0.0,2.0,58.8,19.0,4.4,25.0,5.7,3.0,2.0,3.0,1.5,0.0,0.0,33.3,4.0,0.7,1.0,66.7,1.0,19.0,4.1,78.0,0.0,0.0,,
4,4 Yrs,4 Yrs,4 Yrs,4 Yrs,,44.0,37.0,587.0,2404.0,15.0,145.0,50.1,40.0,4.1,54.6,13.3,83.0,67.0,590.0,8.8,5.0,22.0,49.4,51.0,1.5,13.4,80.7,7.1,654.0,4.6,2994.0,20.0,8.0,17.0,
5,17 Game Avg,17 Game Avg,17 Game Avg,17 Game Avg,,17.0,14.0,227.0,929.0,6.0,56.0,50.1,40.0,4.1,54.6,13.3,32.0,26.0,228.0,8.8,2.0,9.0,49.4,51.0,1.5,13.4,80.7,7.1,253.0,4.6,1157.0,8.0,3.0,,
6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,WAS (3 Yrs),WAS (3 Yrs),WAS (3 Yrs),WAS (3 Yrs),,41.0,37.0,570.0,2329.0,15.0,143.0,49.8,40.0,4.1,56.8,13.9,80.0,65.0,587.0,9.0,5.0,22.0,50.0,51.0,1.6,14.3,81.3,7.3,635.0,4.6,2916.0,20.0,8.0,17.0,
8,SFO (1 Yr),SFO (1 Yr),SFO (1 Yr),SFO (1 Yr),,3.0,0.0,17.0,75.0,0.0,2.0,58.8,19.0,4.4,25.0,5.7,3.0,2.0,3.0,1.5,0.0,0.0,33.3,4.0,0.7,1.0,66.7,1.0,19.0,4.1,78.0,0.0,0.0,,
