,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,65.0,1.0,1.0,2022-09-11,PHI,@,DET,"W, 38-35",,1,1,7,7.0,0,100.0,7.0,0,0,0,,0.0,0,0,0,0,0,0,17,22.1,0,0.0,13,41.9
1,2.0,66.0,2.0,2.0,2022-09-19,PHI,,MIN,"W, 24-7",,2,2,14,7.0,0,100.0,7.0,0,0,0,,0.0,1,0,1,0,0,0,31,42.5,0,0.0,11,52.4
2,3.0,67.0,3.0,3.0,2022-09-25,PHI,@,WAS,"W, 24-8",,3,3,18,6.0,0,100.0,6.0,1,0,0,0.0,0.0,0,0,0,0,0,0,30,42.9,0,0.0,18,69.2
3,4.0,68.0,4.0,4.0,2022-10-02,PHI,,JAX,"W, 29-21",,1,0,0,,0,0.0,0.0,0,0,0,,0.0,1,1,0,0,0,0,20,24.4,0,0.0,15,62.5
4,5.0,69.0,5.0,5.0,2022-10-09,PHI,@,ARI,"W, 20-17",,0,0,0,,0,,,0,0,0,,0.0,0,0,0,0,0,0,13,17.8,0,0.0,13,52.0
5,6.0,70.0,6.0,6.0,2022-10-16,PHI,,DAL,"W, 26-17",,0,0,0,,0,,,0,0,0,,0.0,1,1,0,0,0,0,9,12.7,0,0.0,10,41.7
6,7.0,71.0,7.0,8.0,2022-10-30,PHI,,PIT,"W, 35-13",,2,2,57,28.5,1,100.0,28.5,0,0,0,,0.0,1,1,0,0,0,0,23,40.4,0,0.0,17,63.0
7,8.0,72.0,8.0,9.0,2022-11-03,PHI,@,HOU,"W, 29-17",,1,1,8,8.0,0,100.0,8.0,0,0,0,,0.0,0,0,0,0,0,0,20,30.8,0,0.0,10,43.5
8,9.0,73.0,9.0,10.0,2022-11-14,PHI,,WAS,"L, 21-32",*,2,1,10,10.0,0,50.0,5.0,0,0,0,,0.0,0,0,0,0,0,0,21,42.0,0,0.0,17,65.4
9,10.0,74.0,10.0,11.0,2022-11-20,PHI,@,IND,"W, 17-16",,1,1,9,9.0,0,100.0,9.0,0,0,0,,0.0,0,0,0,0,0,0,29,42.6,0,0.0,16,64.0
10,11.0,75.0,11.0,12.0,2022-11-27,PHI,,GNB,"W, 40-33",,0,0,0,,0,,,0,0,0,,0.0,1,1,0,0,0,0,9,11.3,0,0.0,7,22.6
11,12.0,76.0,12.0,13.0,2022-12-04,PHI,,TEN,"W, 35-10",,3,2,16,8.0,0,66.7,5.3,0,0,0,,0.0,0,0,0,0,0,0,28,38.4,0,0.0,10,34.5
12,13.0,77.0,13.0,14.0,2022-12-11,PHI,@,NYG,"W, 48-22",,1,1,5,5.0,0,100.0,5.0,0,0,0,,0.0,1,1,0,0,0,0,19,27.9,0,0.0,20,64.5
13,14.0,78.0,14.0,15.0,2022-12-18,PHI,@,CHI,"W, 25-20",,1,0,0,,0,0.0,0.0,0,0,0,,0.0,0,0,0,0,0,0,18,24.7,0,0.0,16,64.0
14,15.0,79.0,15.0,16.0,2022-12-24,PHI,@,DAL,"L, 34-40",,1,1,6,6.0,0,100.0,6.0,0,0,0,,0.0,0,0,0,0,0,0,12,16.9,0,0.0,16,51.6
15,16.0,80.0,16.0,17.0,2023-01-01,PHI,,NOR,"L, 10-20",,0,0,0,,0,,,0,0,0,,0.0,1,1,0,0,0,0,20,36.4,0,0.0,18,69.2
16,17.0,81.0,17.0,18.0,2023-01-08,PHI,,NYG,"W, 22-16",*,0,0,0,,0,,,0,0,0,,0.0,0,0,0,0,0,0,19,26.0,0,0.0,19,67.9
17,,,,,,,,,14-3,,19,15,150,10.0,1,78.9,7.9,1,0,0,0.0,0.0,7,6,1,0,0,0,338,28.7,0,0.0,246,54.3
