,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Att,Yds,TD,Y/A,Tgt,Rec,Yds.1,Y/R,TD.1,Ctch%,Y/Tgt,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,Fmb,FL,FF,FR,Yds.2,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,15.0,1.0,1.0,2022-09-11,NYJ,,BAL,"L, 9-24",*,10,60,0,6.0,9,7,40,5.7,0,77.8,4.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,50,59.5,0,0.0,0,0.0
1,2.0,16.0,2.0,2.0,2022-09-18,NYJ,@,CLE,"W, 31-30",*,7,23,0,3.3,5,5,27,5.4,0,100.0,5.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,43,61.4,0,0.0,0,0.0
2,3.0,17.0,3.0,3.0,2022-09-25,NYJ,,CIN,"L, 12-27",*,11,39,0,3.5,2,1,7,7.0,0,50.0,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,38,48.7,0,0.0,0,0.0
3,4.0,18.0,4.0,4.0,2022-10-02,NYJ,@,PIT,"W, 24-20",*,9,15,0,1.7,3,2,14,7.0,0,66.7,4.7,0.0,0,0,0,0,0,0,1,0,0,0,0,0,31,44.3,0,0.0,0,0.0
4,5.0,19.0,5.0,5.0,2022-10-09,NYJ,,MIA,"W, 40-17",*,10,21,2,2.1,2,2,12,6.0,0,100.0,6.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,25,42.4,0,0.0,0,0.0
5,6.0,20.0,6.0,6.0,2022-10-16,NYJ,@,GNB,"W, 27-10",,6,41,0,6.8,1,1,6,6.0,0,100.0,6.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,27,49.1,0,0.0,0,0.0
6,7.0,21.0,7.0,7.0,2022-10-23,NYJ,@,DEN,"W, 16-9",,13,29,0,2.2,2,2,45,22.5,0,100.0,22.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,43,72.9,0,0.0,0,0.0
7,8.0,22.0,8.0,8.0,2022-10-30,NYJ,,NWE,"L, 17-22",*,7,26,0,3.7,7,4,35,8.8,0,57.1,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,33,55.9,0,0.0,0,0.0
8,9.0,23.0,9.0,9.0,2022-11-06,NYJ,,BUF,"W, 20-17",*,12,76,1,6.3,1,1,10,10.0,0,100.0,10.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,31,51.7,0,0.0,0,0.0
9,10.0,24.0,10.0,11.0,2022-11-20,NYJ,@,NWE,"L, 3-10",*,8,19,0,2.4,2,1,-2,-2.0,0,50.0,-1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,25,50.0,0,0.0,2,6.7
10,11.0,25.0,11.0,12.0,2022-11-27,NYJ,,CHI,"W, 31-10",*,6,21,0,3.5,2,2,15,7.5,0,100.0,7.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,19,30.2,0,0.0,0,0.0
11,11.0,,12.0,13.0,2022-12-04,NYJ,@,MIN,"L, 22-27",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
12,12.0,26.0,13.0,14.0,2022-12-11,NYJ,@,BUF,"L, 12-20",,5,5,0,1.0,6,3,15,5.0,0,50.0,2.5,0.0,0,0,0,0,0,0,1,1,0,0,0,0,37,50.0,0,0.0,0,0.0
13,13.0,27.0,14.0,15.0,2022-12-18,NYJ,,DET,"L, 17-20",,4,15,0,3.8,1,1,16,16.0,0,100.0,16.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,33,52.4,0,0.0,0,0.0
14,14.0,28.0,15.0,16.0,2022-12-22,NYJ,,JAX,"L, 3-19",,2,6,0,3.0,5,5,44,8.8,0,100.0,8.8,0.0,0,0,0,0,0,0,0,0,0,0,0,0,23,39.0,0,0.0,0,0.0
15,15.0,29.0,16.0,17.0,2023-01-01,NYJ,@,SEA,"L, 6-23",,1,2,0,2.0,3,2,3,1.5,0,66.7,1.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,20,28.6,0,0.0,0,0.0
16,16.0,30.0,17.0,18.0,2023-01-08,NYJ,@,MIA,"L, 6-11",*,3,4,0,1.3,3,2,1,0.5,0,66.7,0.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,18,32.1,0,0.0,0,0.0
17,,,,,,,,,7-9,,114,402,3,3.5,54,41,288,7.0,0,75.9,5.3,0.0,1,1,0,0,0,0,2,1,0,0,0,0,496,48.2,0,0.0,2,0.5
