,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,1.0,1.0,1.0,2019-09-09,OAK,,DEN,"W, 24-16",,2,2,20,10.0,0,100.0,10.0,0.0,0,0,0,0,0,0,29,52.7,0,0.0,12,48.0
1,2.0,2.0,2.0,2.0,2019-09-15,OAK,,KAN,"L, 10-28",*,0,0,0,,0,,,0.0,0,0,0,0,0,0,15,24.2,0,0.0,16,64.0
2,3.0,3.0,3.0,3.0,2019-09-22,OAK,@,MIN,"L, 14-34",*,2,1,1,1.0,0,50.0,0.5,0.0,1,1,0,0,0,0,23,39.0,0,0.0,16,64.0
3,4.0,4.0,4.0,4.0,2019-09-29,OAK,@,IND,"W, 31-24",,3,3,30,10.0,1,100.0,10.0,0.0,0,0,0,0,0,0,31,48.4,0,0.0,19,63.3
4,5.0,5.0,5.0,5.0,2019-10-06,OAK,,CHI,"W, 24-21",,4,4,46,11.5,0,100.0,11.5,0.0,0,0,0,0,0,0,44,61.1,0,0.0,17,63.0
5,6.0,6.0,6.0,7.0,2019-10-20,OAK,@,GNB,"L, 24-42",*,3,2,24,12.0,1,66.7,8.0,0.0,0,0,0,0,0,0,32,48.5,0,0.0,16,59.3
6,7.0,7.0,7.0,8.0,2019-10-27,OAK,@,HOU,"L, 24-27",*,2,1,10,10.0,0,50.0,5.0,0.0,1,1,0,0,0,0,22,40.0,0,0.0,20,66.7
7,8.0,8.0,8.0,9.0,2019-11-03,OAK,,DET,"W, 31-24",*,2,1,3,3.0,1,50.0,1.5,0.0,0,0,0,0,0,0,37,52.9,0,0.0,15,57.7
8,9.0,9.0,9.0,10.0,2019-11-07,OAK,,LAC,"W, 26-24",*,0,0,0,,0,,,0.0,0,0,0,0,0,0,26,44.8,0,0.0,19,67.9
9,10.0,10.0,10.0,11.0,2019-11-17,OAK,,CIN,"W, 17-10",*,2,2,8,4.0,1,100.0,4.0,0.0,1,1,0,0,0,0,39,55.7,0,0.0,14,60.9
10,11.0,11.0,11.0,12.0,2019-11-24,OAK,@,NYJ,"L, 3-34",,1,1,3,3.0,0,100.0,3.0,0.0,0,0,0,0,0,0,19,32.8,0,0.0,19,65.5
11,12.0,12.0,12.0,13.0,2019-12-01,OAK,@,KAN,"L, 9-40",,1,1,15,15.0,0,100.0,15.0,0.0,0,0,0,0,0,0,29,49.2,0,0.0,14,60.9
12,13.0,13.0,13.0,14.0,2019-12-08,OAK,,TEN,"L, 21-42",,3,3,14,4.7,1,100.0,4.7,0.0,0,0,0,0,0,0,25,40.3,0,0.0,8,28.6
13,13.0,,14.0,15.0,2019-12-15,OAK,,JAX,"L, 16-20",Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
14,13.0,,15.0,16.0,2019-12-22,OAK,@,LAC,"W, 24-17",Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
15,13.0,,16.0,17.0,2019-12-29,OAK,@,DEN,"L, 15-16",Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve,Injured Reserve
16,,,,,,,,,6-7,,25,21,174,8.3,5,84.0,7.0,0.0,3,3,0,0,0,0,371,45.8,0,0.0,205,59.2
