,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,77.0,1.0,1.0,2024-09-08,NOR,,CAR,"W, 47-10",*,4,4,43,10.8,1,100.0,10.8,51,77.3,0,0.0,8,26.7
1,2.0,78.0,2.0,2.0,2024-09-15,NOR,@,DAL,"W, 44-19",*,0,0,0,,0,,,47,79.7,0,0.0,7,25.9
2,3.0,79.0,3.0,3.0,2024-09-22,NOR,,PHI,"L, 12-15",*,2,1,2,2.0,0,50.0,1.0,40,71.4,0,0.0,2,11.8
3,4.0,80.0,4.0,4.0,2024-09-29,NOR,@,ATL,"L, 24-26",*,0,0,0,,0,,,42,56.8,0,0.0,4,14.3
4,5.0,81.0,5.0,5.0,2024-10-07,NOR,@,KAN,"L, 13-26",*,2,2,13,6.5,1,100.0,6.5,28,52.8,0,0.0,2,8.3
5,6.0,82.0,6.0,6.0,2024-10-13,NOR,,TAM,"L, 27-51",*,2,2,54,27.0,0,100.0,27.0,34,48.6,0,0.0,5,13.5
6,7.0,83.0,7.0,7.0,2024-10-17,NOR,,DEN,"L, 10-33",*,2,2,38,19.0,0,100.0,19.0,42,60.0,0,0.0,2,6.9
7,8.0,84.0,8.0,8.0,2024-10-27,NOR,@,LAC,"L, 8-26",*,1,0,0,,0,0.0,0.0,57,78.1,0,0.0,3,8.8
8,9.0,85.0,9.0,9.0,2024-11-03,NOR,@,CAR,"L, 22-23",*,2,1,17,17.0,1,50.0,8.5,63,79.7,0,0.0,4,13.8
9,10.0,86.0,10.0,10.0,2024-11-10,NOR,,ATL,"W, 20-17",*,2,0,0,,0,0.0,0.0,44,83.0,0,0.0,9,33.3
10,11.0,87.0,11.0,11.0,2024-11-17,NOR,,CLE,"W, 35-14",*,4,3,50,16.7,0,75.0,12.5,51,85.0,0,0.0,4,16.0
11,12.0,88.0,12.0,13.0,2024-12-01,NOR,,LAR,"L, 14-21",*,4,2,6,3.0,0,50.0,1.5,46,65.7,0,0.0,3,14.3
12,13.0,89.0,13.0,14.0,2024-12-08,NOR,@,NYG,"W, 14-11",*,2,2,40,20.0,0,100.0,20.0,49,72.1,0,0.0,5,17.2
13,14.0,90.0,14.0,15.0,2024-12-15,NOR,,WAS,"L, 19-20",*,4,4,39,9.8,1,100.0,9.8,35,63.6,0,0.0,3,12.0
14,15.0,91.0,15.0,16.0,2024-12-23,NOR,@,GNB,"L, 0-34",*,3,2,33,16.5,0,66.7,11.0,27,48.2,0,0.0,0,0.0
15,16.0,92.0,16.0,17.0,2024-12-29,NOR,,LVR,"L, 10-25",*,5,3,47,15.7,1,60.0,9.4,44,73.3,0,0.0,2,7.1
16,17.0,93.0,17.0,18.0,2025-01-05,NOR,@,TAM,"L, 19-27",*,4,4,31,7.8,0,100.0,7.8,52,78.8,0,0.0,5,17.9
17,,,,,,,,,5-12,,43,32,413,12.9,5,74.4,9.6,752,69.1,0,0.0,68,14.8
