,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Fmb,FL,FF,FR,Yds.1,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,43.0,1.0,1.0,2020-09-14,TEN,@,DEN,"W, 16-14",*,8,7,101,14.4,0,87.5,12.6,0,0,0,0,0,0,66,81.5,0,0.0,0,0.0
1,2.0,44.0,2.0,2.0,2020-09-20,TEN,,JAX,"W, 33-30",*,5,3,36,12.0,1,60.0,7.2,0,0,0,0,0,0,50,80.6,0,0.0,0,0.0
2,3.0,45.0,3.0,3.0,2020-09-27,TEN,@,MIN,"W, 31-30",*,6,5,69,13.8,0,83.3,11.5,0,0,0,0,0,0,55,73.3,0,0.0,0,0.0
3,3.0,,4.0,5.0,2020-10-13,TEN,,BUF,"W, 42-16",COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List
4,3.0,,5.0,6.0,2020-10-18,TEN,,HOU,"W, 42-36 (OT)",COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List
5,4.0,46.0,6.0,7.0,2020-10-25,TEN,,PIT,"L, 24-27",*,10,6,35,5.8,1,60.0,3.5,0,0,0,0,0,0,52,91.2,0,0.0,0,0.0
6,5.0,47.0,7.0,8.0,2020-11-01,TEN,@,CIN,"L, 20-31",*,10,8,128,16.0,1,80.0,12.8,0,0,0,0,0,0,49,77.8,0,0.0,0,0.0
7,6.0,48.0,8.0,9.0,2020-11-08,TEN,,CHI,"W, 24-17",*,3,0,0,,0,0.0,0.0,0,0,0,0,0,0,43,78.2,0,0.0,2,6.1
8,7.0,49.0,9.0,10.0,2020-11-12,TEN,,IND,"L, 17-34",,6,5,67,13.4,0,83.3,11.2,0,0,0,0,0,0,40,61.5,0,0.0,0,0.0
9,8.0,50.0,10.0,11.0,2020-11-22,TEN,@,BAL,"W, 30-24 (OT)",,7,5,113,22.6,0,71.4,16.1,0,0,0,0,0,0,52,74.3,0,0.0,0,0.0
10,9.0,51.0,11.0,12.0,2020-11-29,TEN,@,IND,"W, 45-26",*,3,3,70,23.3,0,100.0,23.3,0,0,0,0,0,0,56,77.8,0,0.0,1,3.1
11,10.0,52.0,12.0,13.0,2020-12-06,TEN,,CLE,"L, 35-41",*,12,11,182,16.5,1,91.7,15.2,0,0,0,0,0,0,57,78.1,0,0.0,0,0.0
12,11.0,53.0,13.0,14.0,2020-12-13,TEN,@,JAX,"W, 31-10",*,3,3,34,11.3,0,100.0,11.3,1,1,0,0,0,0,42,63.6,0,0.0,0,0.0
13,12.0,54.0,14.0,15.0,2020-12-20,TEN,,DET,"W, 46-25",*,6,4,110,27.5,1,66.7,18.3,0,0,0,0,0,0,53,77.9,0,0.0,1,3.8
14,13.0,55.0,15.0,16.0,2020-12-27,TEN,@,GNB,"L, 14-40",*,2,0,0,,0,0.0,0.0,0,0,0,0,0,0,45,81.8,0,0.0,0,0.0
15,14.0,56.0,16.0,17.0,2021-01-03,TEN,@,HOU,"W, 41-38",*,11,5,39,7.8,0,45.5,3.5,0,0,0,0,0,0,59,83.1,0,0.0,0,0.0
16,,,,,,,,,9-5,,92,65,984,15.1,5,70.7,10.7,1,1,0,0,0,0,719,77.1,0,0.0,4,1.0
