,Season,Age,Team,Lg,Pos,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Att,Yds.1,TD.1,1D.1,Succ%.1,Lng.1,Y/A,Y/G.1,A/G,Touch,Y/Tch,YScm,RRTD,Fmb,AV,Awards
0,2019,24,OAK,NFL,WR,13.0,4.0,71.0,49.0,605.0,12.3,4.0,30.0,54.9,65.0,3.8,46.5,69.0,8.5,0.0,0.0,0.0,0.0,,,,0.0,0.0,49.0,12.3,605.0,4.0,1.0,4.0,
1,2020,25,LVR,NFL,WR,16.0,6.0,77.0,56.0,656.0,11.7,2.0,32.0,57.1,53.0,3.5,41.0,72.7,8.5,0.0,0.0,0.0,0.0,,,,0.0,0.0,56.0,11.7,656.0,2.0,2.0,6.0,
2,2021,26,LVR,NFL,WR,17.0,9.0,128.0,103.0,1038.0,10.1,9.0,51.0,60.2,54.0,6.1,61.1,80.5,8.1,3.0,3.0,0.0,0.0,33.3,5.0,1.0,0.2,0.2,106.0,9.8,1041.0,9.0,5.0,8.0,PB
3,2022,27,LVR,NFL,WR,10.0,1.0,50.0,36.0,330.0,9.2,2.0,18.0,52.0,27.0,3.6,33.0,72.0,6.6,0.0,0.0,0.0,0.0,,,,0.0,0.0,36.0,9.2,330.0,2.0,3.0,3.0,
4,2023,28,LVR,NFL,WR,17.0,3.0,37.0,25.0,255.0,10.2,0.0,11.0,40.5,38.0,1.5,15.0,67.6,6.9,0.0,0.0,0.0,0.0,,,,0.0,0.0,25.0,10.2,255.0,0.0,1.0,2.0,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2025,30,CAR,NFL,WR,3.0,0.0,19.0,11.0,65.0,5.9,2.0,6.0,36.8,15.0,3.7,21.7,57.9,3.4,0.0,0.0,0.0,0.0,,,,0.0,0.0,11.0,5.9,65.0,2.0,0.0,,
7,6 Yrs,6 Yrs,6 Yrs,6 Yrs,,76.0,23.0,382.0,280.0,2949.0,10.5,19.0,148.0,54.5,65.0,3.7,38.8,73.3,7.7,3.0,3.0,0.0,0.0,33.3,5.0,1.0,0.0,0.0,283.0,10.4,2952.0,19.0,12.0,23.0,
8,17 Game Avg,17 Game Avg,17 Game Avg,17 Game Avg,,17.0,5.0,85.0,63.0,660.0,10.5,4.0,33.0,54.5,65.0,3.7,38.8,73.3,7.7,1.0,1.0,0.0,0.0,33.3,5.0,1.0,0.0,0.0,63.0,10.4,660.0,4.0,3.0,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,OAK (5 Yrs),OAK (5 Yrs),OAK (5 Yrs),OAK (5 Yrs),,73.0,23.0,363.0,269.0,2884.0,10.7,17.0,142.0,55.4,65.0,3.7,39.5,74.1,7.9,3.0,3.0,0.0,0.0,33.3,5.0,1.0,0.0,0.0,272.0,10.6,2887.0,17.0,12.0,23.0,
11,CAR (1 Yr),CAR (1 Yr),CAR (1 Yr),CAR (1 Yr),,3.0,0.0,19.0,11.0,65.0,5.9,2.0,6.0,36.8,15.0,3.7,21.7,57.9,3.4,0.0,0.0,0.0,0.0,,,,0.0,0.0,11.0,5.9,65.0,2.0,0.0,,
