,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,,,1.0,1.0,2024-09-06,PHI,,GNB,"W, 34-29",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
1,1.0,45.0,2.0,2.0,2024-09-16,PHI,,ATL,"L, 21-22",,0,0,0,,0,,,15,21.1,0,0.0,0,0.0
2,2.0,46.0,3.0,3.0,2024-09-22,PHI,@,NOR,"W, 15-12",,2,2,13,6.5,0,100.0,6.5,36,50.0,0,0.0,0,0.0
3,3.0,47.0,4.0,4.0,2024-09-29,PHI,@,TAM,"L, 16-33",,4,4,17,4.3,1,100.0,4.3,48,84.2,0,0.0,1,3.7
4,3.0,,5.0,6.0,2024-10-13,PHI,,CLE,"W, 20-16",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
5,4.0,48.0,6.0,7.0,2024-10-20,PHI,@,NYG,"W, 28-3",,1,0,0,,0,0.0,0.0,13,19.7,0,0.0,0,0.0
6,4.0,,7.0,8.0,2024-10-27,PHI,@,CIN,"W, 37-17",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
7,4.0,,8.0,9.0,2024-11-03,PHI,,JAX,"W, 28-23",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
8,4.0,,9.0,10.0,2024-11-10,PHI,@,DAL,"W, 34-6",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
9,4.0,,10.0,11.0,2024-11-14,PHI,,WAS,"W, 26-18",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
10,4.0,,11.0,12.0,2024-11-24,PHI,@,LAR,"W, 37-20",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
11,5.0,49.0,12.0,13.0,2024-12-01,PHI,@,BAL,"W, 24-19",,1,0,0,,0,0.0,0.0,28,50.0,0,0.0,8,24.2
12,5.0,,13.0,14.0,2024-12-08,PHI,,CAR,"W, 22-16",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
13,5.0,,14.0,15.0,2024-12-15,PHI,,PIT,"W, 27-13",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
14,5.0,,15.0,16.0,2024-12-22,PHI,@,WAS,"L, 33-36",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
15,5.0,,16.0,17.0,2024-12-29,PHI,,DAL,"W, 41-7",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
16,5.0,,17.0,18.0,2025-01-05,PHI,,NYG,"W, 20-13",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
17,,,,,,,,,3-2,,8,6,30,5.0,1,75.0,3.8,140,43.5,0,0.0,9,6.9
