,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Cmp,Att.1,Cmp%,Yds.2,TD.2,Int,Y/A.1,AY/A,Rate,Sk,Yds.3,Fmb,FL,FF,FR,Yds.4,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,61.0,1.0,1.0,2023-09-10,LVR,@,DEN,"W, 17-16",*,10,9,81,9.0,2,90.0,8.1,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,47,79.7,0,0.0,0,0.0
1,1.0,,2.0,2.0,2023-09-17,LVR,@,BUF,"L, 10-38",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2,2.0,62.0,3.0,3.0,2023-09-24,LVR,,PIT,"L, 18-23",*,12,7,85,12.1,0,58.3,7.1,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,62,86.1,0,0.0,0,0.0
3,3.0,63.0,4.0,4.0,2023-10-01,LVR,@,LAC,"L, 17-24",*,4,2,33,16.5,0,50.0,8.3,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,70,95.9,0,0.0,0,0.0
4,4.0,64.0,5.0,5.0,2023-10-09,LVR,,GNB,"W, 17-13",*,10,7,75,10.7,1,70.0,7.5,1,0,0,0.0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,61,95.3,0,0.0,0,0.0
5,5.0,65.0,6.0,6.0,2023-10-15,LVR,,NWE,"W, 21-17",*,7,5,61,12.2,1,71.4,8.7,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,64,91.4,0,0.0,2,8.0
6,6.0,66.0,7.0,7.0,2023-10-22,LVR,@,CHI,"L, 12-30",*,13,7,50,7.1,1,53.8,3.8,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,61,93.8,0,0.0,0,0.0
7,7.0,67.0,8.0,8.0,2023-10-30,LVR,@,DET,"L, 14-26",*,1,1,19,19.0,0,100.0,19.0,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,1,1,0,45,97.8,0,0.0,0,0.0
8,8.0,68.0,9.0,9.0,2023-11-05,LVR,,NYG,"W, 30-6",*,5,2,38,19.0,0,40.0,7.6,1,17,1,17.0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,49,81.7,0,0.0,0,0.0
9,9.0,69.0,10.0,10.0,2023-11-12,LVR,,NYJ,"W, 16-12",*,2,2,21,10.5,0,100.0,10.5,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,58,90.6,0,0.0,0,0.0
10,10.0,70.0,11.0,11.0,2023-11-19,LVR,@,MIA,"L, 13-20",*,5,4,49,12.3,0,80.0,9.8,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,50,82.0,0,0.0,0,0.0
11,11.0,71.0,12.0,12.0,2023-11-26,LVR,,KAN,"L, 17-31",*,7,6,79,13.2,1,85.7,11.3,1,2,0,2.0,0,1,0.0,0,0,0,0.0,0.00,39.6,0,0,0,0,0,0,0,0,53,91.4,0,0.0,0,0.0
12,12.0,72.0,13.0,14.0,2023-12-10,LVR,,MIN,"L, 0-3",*,6,5,25,5.0,0,83.3,4.2,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,53,98.1,0,0.0,0,0.0
13,13.0,73.0,14.0,15.0,2023-12-14,LVR,,LAC,"W, 63-21",*,4,2,32,16.0,1,50.0,8.0,0,0,0,,2,2,100.0,12,1,0,6.0,16.00,131.2,0,0,0,0,0,0,0,0,56,87.5,0,0.0,0,0.0
14,14.0,74.0,15.0,16.0,2023-12-25,LVR,@,KAN,"W, 20-14",*,5,3,42,14.0,0,60.0,8.4,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,45,81.8,0,0.0,1,4.0
15,15.0,75.0,16.0,17.0,2023-12-31,LVR,@,IND,"L, 20-23",*,10,6,56,9.3,0,60.0,5.6,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,71,94.7,0,0.0,0,0.0
16,16.0,76.0,17.0,18.0,2024-01-07,LVR,,DEN,"W, 27-14",*,5,3,61,20.3,1,60.0,12.2,1,5,1,5.0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,58,87.9,0,0.0,0,0.0
17,,,,,,,,,8-8,,106,71,807,11.4,8,67.0,7.6,4,24,2,6.0,2,3,66.7,12,1,0,4.0,10.67,113.9,0,0,0,0,0,1,1,0,903,89.8,0,0.0,3,0.7
