,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Fmb,FL,FF,FR,Yds.1,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,,,1.0,1.0,2023-09-10,DEN,,LVR,"L, 16-17",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
1,1.0,42.0,2.0,2.0,2023-09-17,DEN,,WAS,"L, 33-35",*,5,3,25,8.3,0,60.0,5.0,0,0,0,0,0,0,45,68.2,0,0.0,0,0.0
2,2.0,43.0,3.0,3.0,2023-09-24,DEN,@,MIA,"L, 20-70",*,7,5,81,16.2,0,71.4,11.6,1,0,0,0,0,0,47,75.8,0,0.0,0,0.0
3,3.0,44.0,4.0,4.0,2023-10-01,DEN,@,CHI,"W, 31-28",,5,3,52,17.3,0,60.0,10.4,0,0,0,0,0,0,30,62.5,0,0.0,0,0.0
4,4.0,45.0,5.0,5.0,2023-10-08,DEN,,NYJ,"L, 21-31",*,7,6,50,8.3,0,85.7,7.1,0,0,0,0,0,0,54,85.7,0,0.0,0,0.0
5,5.0,46.0,6.0,6.0,2023-10-12,DEN,@,KAN,"L, 8-19",*,5,3,14,4.7,0,60.0,2.8,0,0,0,0,0,0,34,65.4,0,0.0,0,0.0
6,6.0,47.0,7.0,7.0,2023-10-22,DEN,,GNB,"W, 19-17",*,5,5,64,12.8,0,100.0,12.8,0,0,0,0,0,0,40,67.8,0,0.0,0,0.0
7,7.0,48.0,8.0,8.0,2023-10-29,DEN,,KAN,"W, 24-9",,6,2,50,25.0,1,33.3,8.3,0,0,0,0,0,0,42,59.2,0,0.0,0,0.0
8,8.0,49.0,9.0,10.0,2023-11-13,DEN,@,BUF,"W, 24-22",*,3,3,35,11.7,0,100.0,11.7,0,0,0,0,0,0,49,65.3,0,0.0,0,0.0
9,9.0,50.0,10.0,11.0,2023-11-19,DEN,,MIN,"W, 21-20",*,7,5,58,11.6,0,71.4,8.3,0,0,0,0,0,0,39,70.9,0,0.0,0,0.0
10,10.0,51.0,11.0,12.0,2023-11-26,DEN,,CLE,"W, 29-12",,3,2,11,5.5,0,66.7,3.7,0,0,0,0,0,0,41,61.2,0,0.0,0,0.0
11,11.0,52.0,12.0,13.0,2023-12-03,DEN,@,HOU,"L, 17-22",*,4,3,51,17.0,0,75.0,12.8,0,0,0,0,0,0,42,70.0,0,0.0,0,0.0
12,12.0,53.0,13.0,14.0,2023-12-10,DEN,@,LAC,"W, 24-7",,6,2,16,8.0,0,33.3,2.7,0,0,0,0,0,0,38,56.7,0,0.0,0,0.0
13,13.0,54.0,14.0,15.0,2023-12-16,DEN,@,DET,"L, 17-42",*,7,3,74,24.7,0,42.9,10.6,0,0,0,0,0,0,40,62.5,0,0.0,0,0.0
14,14.0,55.0,15.0,16.0,2023-12-24,DEN,,NWE,"L, 23-26",,5,3,44,14.7,0,60.0,8.8,0,0,0,0,0,0,50,72.5,0,0.0,0,0.0
15,15.0,56.0,16.0,17.0,2023-12-31,DEN,,LAC,"W, 16-9",*,6,3,54,18.0,0,50.0,9.0,0,0,0,0,0,0,33,47.8,0,0.0,0,0.0
16,16.0,57.0,17.0,18.0,2024-01-07,DEN,@,LVR,"L, 14-27",*,6,3,79,26.3,1,50.0,13.2,0,0,0,0,0,0,38,62.3,0,0.0,0,0.0
17,,,,,,,,,8-8,,87,54,758,14.0,2,62.1,8.7,1,0,0,0,0,0,662,65.7,0,0.0,0,0.0
