,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Fmb,FL,FF,FR,Yds.2,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,17.0,1.0,1.0,2021-09-12,DEN,@,NYG,"W, 27-13",*,7,6,72,12.0,0,85.7,10.3,0,0,0,,0,0,0,0,0,0,31,47.0,0,0.0,0,0.0
1,1.0,,2.0,2.0,2021-09-19,DEN,@,JAX,"W, 23-13",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
2,1.0,,3.0,3.0,2021-09-26,DEN,,NYJ,"W, 26-0",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
3,1.0,,4.0,4.0,2021-10-03,DEN,,BAL,"L, 7-23",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
4,1.0,,5.0,5.0,2021-10-10,DEN,@,PIT,"L, 19-27",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
5,1.0,,6.0,6.0,2021-10-17,DEN,,LVR,"L, 24-34",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
6,1.0,,7.0,7.0,2021-10-21,DEN,@,CLE,"L, 14-17",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
7,2.0,18.0,8.0,8.0,2021-10-31,DEN,,WAS,"W, 17-10",,4,4,39,9.8,0,100.0,9.8,1,0,0,0.0,0,0,0,0,0,0,38,71.7,0,0.0,0,0.0
8,3.0,19.0,9.0,9.0,2021-11-07,DEN,@,DAL,"W, 30-16",,8,6,69,11.5,0,75.0,8.6,0,0,0,,0,0,0,0,0,0,47,60.3,0,0.0,0,0.0
9,4.0,20.0,10.0,10.0,2021-11-14,DEN,,PHI,"L, 13-30",,9,6,48,8.0,0,66.7,5.3,1,3,0,3.0,1,0,0,0,0,0,45,77.6,0,0.0,0,0.0
10,5.0,21.0,11.0,12.0,2021-11-28,DEN,,LAC,"W, 28-13",*,3,2,25,12.5,0,66.7,8.3,0,0,0,,0,0,0,0,0,0,35,56.5,0,0.0,0,0.0
11,6.0,22.0,12.0,13.0,2021-12-05,DEN,@,KAN,"L, 9-22",*,6,4,77,19.3,0,66.7,12.8,0,0,0,,0,0,0,0,0,0,56,72.7,0,0.0,0,0.0
12,7.0,23.0,13.0,14.0,2021-12-12,DEN,,DET,"W, 38-10",*,6,5,47,9.4,0,83.3,7.8,0,0,0,,0,0,0,0,0,0,41,60.3,0,0.0,0,0.0
13,8.0,24.0,14.0,15.0,2021-12-19,DEN,,CIN,"L, 10-15",*,4,0,0,,0,0.0,0.0,0,0,0,,0,0,0,0,0,0,52,69.3,0,0.0,0,0.0
14,9.0,25.0,15.0,16.0,2021-12-26,DEN,@,LVR,"L, 13-17",,4,3,60,20.0,0,75.0,15.0,0,0,0,,0,0,0,0,0,0,31,73.8,0,0.0,0,0.0
15,9.0,,16.0,17.0,2022-01-02,DEN,@,LAC,"L, 13-34",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
16,10.0,26.0,17.0,18.0,2022-01-08,DEN,,KAN,"L, 24-28",,5,2,30,15.0,0,40.0,6.0,0,0,0,,0,0,0,0,0,0,36,66.7,0,0.0,0,0.0
17,,,,,,,,,5-5,,56,38,467,12.3,0,67.9,8.3,2,3,0,1.5,1,0,0,0,0,0,412,65.1,0,0.0,0,0.0
