,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,1.0,1.0,1.0,2022-09-11,PIT,@,CIN,"W, 23-20 (OT)",*,3,1,3,3.0,0,33.3,1.0,0,0,0,,0.0,0,0,0,0,0,0,45,71.4,0,0.0,0,0.0
1,2.0,2.0,2.0,2.0,2022-09-18,PIT,,NWE,"L, 14-17",,2,1,23,23.0,0,50.0,11.5,0,0,0,,0.0,1,1,0,0,0,0,50,84.7,0,0.0,0,0.0
2,3.0,3.0,3.0,3.0,2022-09-22,PIT,@,CLE,"L, 17-29",,7,3,39,13.0,0,42.9,5.6,0,0,0,,0.0,0,0,0,0,0,0,45,76.3,0,0.0,1,3.6
3,4.0,4.0,4.0,4.0,2022-10-02,PIT,,NYJ,"L, 20-24",*,8,6,102,17.0,0,75.0,12.8,0,0,0,,0.0,0,0,0,0,0,0,45,70.3,0,0.0,0,0.0
4,5.0,5.0,5.0,5.0,2022-10-09,PIT,@,BUF,"L, 3-38",,8,6,83,13.8,0,75.0,10.4,0,0,0,,0.0,0,0,0,0,0,0,57,76.0,0,0.0,0,0.0
5,6.0,6.0,6.0,6.0,2022-10-16,PIT,,TAM,"W, 20-18",*,6,3,27,9.0,0,50.0,4.5,1,1,0,1.0,0.0,0,0,0,0,0,0,53,82.8,0,0.0,0,0.0
6,7.0,7.0,7.0,7.0,2022-10-23,PIT,@,MIA,"L, 10-16",,6,6,61,10.2,1,100.0,10.2,0,0,0,,0.0,0,0,0,0,0,0,59,78.7,0,0.0,0,0.0
7,8.0,8.0,8.0,8.0,2022-10-30,PIT,@,PHI,"L, 13-35",*,3,0,0,,0,0.0,0.0,0,0,0,,0.0,0,0,0,0,0,0,65,85.5,0,0.0,0,0.0
8,9.0,9.0,9.0,10.0,2022-11-13,PIT,,NOR,"W, 20-10",*,4,3,32,10.7,0,75.0,8.0,2,23,1,11.5,0.0,0,0,0,0,0,0,63,75.0,0,0.0,0,0.0
9,10.0,10.0,10.0,11.0,2022-11-20,PIT,,CIN,"L, 30-37",*,6,4,83,20.8,1,66.7,13.8,0,0,0,,0.0,0,0,0,0,0,0,63,86.3,0,0.0,1,2.8
10,11.0,11.0,11.0,12.0,2022-11-28,PIT,@,IND,"W, 24-17",,6,3,57,19.0,0,50.0,9.5,0,0,0,,0.0,0,0,0,0,0,0,54,78.3,0,0.0,0,0.0
11,12.0,12.0,12.0,13.0,2022-12-04,PIT,@,ATL,"W, 19-16",*,2,1,2,2.0,0,50.0,1.0,0,0,0,,0.0,0,0,0,0,0,0,44,67.7,0,0.0,0,0.0
12,13.0,13.0,13.0,14.0,2022-12-11,PIT,,BAL,"L, 14-16",*,3,3,78,26.0,0,100.0,26.0,0,0,0,,0.0,0,0,0,0,0,0,42,76.4,0,0.0,0,0.0
13,14.0,14.0,14.0,15.0,2022-12-18,PIT,@,CAR,"W, 24-16",*,5,2,53,26.5,0,40.0,10.6,0,0,0,,0.0,0,0,0,0,0,0,45,66.2,0,0.0,1,4.0
14,15.0,15.0,15.0,16.0,2022-12-24,PIT,,LVR,"W, 13-10",*,5,5,57,11.4,1,100.0,11.4,0,0,0,,0.0,0,0,0,0,0,0,55,80.9,0,0.0,0,0.0
15,16.0,16.0,16.0,17.0,2023-01-01,PIT,@,BAL,"W, 16-13",*,4,2,29,14.5,0,50.0,7.3,0,0,0,,0.0,0,0,0,0,0,0,51,72.9,0,0.0,0,0.0
16,17.0,17.0,17.0,18.0,2023-01-08,PIT,,CLE,"W, 28-14",*,6,3,72,24.0,1,50.0,12.0,0,0,0,,0.0,0,0,0,0,0,0,46,63.0,0,0.0,0,0.0
17,,,,,,,,,9-8,,84,52,801,15.4,4,61.9,9.5,3,24,1,8.0,0.0,1,1,0,0,0,0,882,76.0,0,0.0,3,0.7
