,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Ret,Yds.2,KRTD,Y/Ret,Fmb,FL,FF,FR,Yds.3,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,18.0,1.0,1.0,2023-09-10,PIT,,SFO,"L, 7-30",*,7,5,36,7.2,0,71.4,5.1,0,0,0,,0,0,0,,0,0,0,0,0,0,56,88.9,0,0.0,0,0.0
1,2.0,19.0,2.0,2.0,2023-09-18,PIT,,CLE,"W, 26-22",*,10,4,127,31.8,1,40.0,12.7,0,0,0,,0,0,0,,0,0,0,0,0,0,46,85.2,0,0.0,0,0.0
2,3.0,20.0,3.0,3.0,2023-09-24,PIT,@,LVR,"W, 23-18",*,6,4,75,18.8,0,66.7,12.5,0,0,0,,0,0,0,,0,0,0,0,0,0,55,88.7,0,0.0,1,3.4
3,4.0,21.0,4.0,4.0,2023-10-01,PIT,@,HOU,"L, 6-30",*,7,3,25,8.3,0,42.9,3.6,0,0,0,,0,0,0,,1,0,0,0,0,0,58,98.3,0,0.0,0,0.0
4,5.0,22.0,5.0,5.0,2023-10-08,PIT,,BAL,"W, 17-10",*,10,6,130,21.7,1,60.0,13.0,1,16,0,16.0,0,0,0,,0,0,0,0,0,0,58,87.9,0,0.0,0,0.0
5,6.0,23.0,6.0,7.0,2023-10-22,PIT,@,LAR,"W, 24-17",*,8,5,107,21.4,0,62.5,13.4,0,0,0,,0,0,0,,0,0,0,0,0,0,53,89.8,0,0.0,0,0.0
6,7.0,24.0,7.0,8.0,2023-10-29,PIT,,JAX,"L, 10-20",*,5,1,22,22.0,1,20.0,4.4,0,0,0,,0,0,0,,0,0,0,0,0,0,62,92.5,0,0.0,0,0.0
7,8.0,25.0,8.0,9.0,2023-11-02,PIT,,TEN,"W, 20-16",*,5,2,-1,-0.5,0,40.0,-0.2,0,0,0,,0,0,0,,0,0,0,0,0,0,58,89.2,0,0.0,0,0.0
8,9.0,26.0,9.0,10.0,2023-11-12,PIT,,GNB,"W, 23-19",*,4,3,45,15.0,0,75.0,11.3,0,0,0,,0,0,0,,0,0,0,0,0,0,62,95.4,0,0.0,0,0.0
9,10.0,27.0,10.0,11.0,2023-11-19,PIT,@,CLE,"L, 10-13",*,6,4,38,9.5,0,66.7,6.3,1,-1,0,-1.0,0,0,0,,0,0,0,0,0,0,53,91.4,0,0.0,0,0.0
10,11.0,28.0,11.0,12.0,2023-11-26,PIT,@,CIN,"W, 16-10",*,5,3,58,19.3,0,60.0,11.6,0,0,0,,1,7,0,7.0,0,0,0,0,0,0,53,74.6,0,0.0,1,4.2
11,12.0,29.0,12.0,13.0,2023-12-03,PIT,,ARI,"L, 10-24",*,5,4,86,21.5,0,80.0,17.2,0,0,0,,0,0,0,,0,0,0,0,0,0,49,80.3,0,0.0,0,0.0
12,13.0,30.0,13.0,14.0,2023-12-07,PIT,,NWE,"L, 18-21",*,6,5,19,3.8,0,83.3,3.2,0,0,0,,0,0,0,,0,0,0,0,0,0,60,85.7,0,0.0,0,0.0
13,14.0,31.0,14.0,15.0,2023-12-16,PIT,@,IND,"L, 13-30",*,7,3,47,15.7,0,42.9,6.7,0,0,0,,0,0,0,,0,0,0,0,0,0,54,93.1,0,0.0,0,0.0
14,15.0,32.0,15.0,16.0,2023-12-23,PIT,,CIN,"W, 34-11",*,6,4,195,48.8,2,66.7,32.5,0,0,0,,0,0,0,,1,0,0,1,0,0,46,78.0,0,0.0,0,0.0
15,16.0,33.0,16.0,17.0,2023-12-31,PIT,@,SEA,"W, 30-23",,9,7,131,18.7,0,77.8,14.6,0,0,0,,0,0,0,,1,0,0,0,0,0,56,77.8,0,0.0,1,3.6
16,17.0,34.0,17.0,18.0,2024-01-06,PIT,@,BAL,"W, 17-10",*,0,0,0,,0,,,1,3,0,3.0,0,0,0,,0,0,0,0,0,0,50,80.6,0,0.0,1,3.7
17,,,,,,,,,10-7,,106,63,1140,18.1,5,59.4,10.8,3,18,0,6.0,1,7,0,7.0,3,0,0,1,0,0,929,86.7,0,0.0,4,0.9
