,Season,Age,Team,Lg,Pos,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Att,Yds.1,TD.1,1D.1,Succ%.1,Lng.1,Y/A,Y/G.1,A/G,Touch,Y/Tch,YScm,RRTD,Fmb,AV,Awards
0,2019,23,SFO,NFL,WR,15.0,11.0,81.0,57.0,802.0,14.1,3.0,32.0,53.1,42.0,3.8,53.5,70.4,9.9,14.0,159.0,3.0,5.0,64.3,31.0,11.4,10.6,0.9,71.0,13.5,961.0,6.0,2.0,10.0,
1,2020,24,SFO,NFL,WR,7.0,5.0,44.0,33.0,391.0,11.8,1.0,19.0,59.1,35.0,4.7,55.9,75.0,8.9,8.0,26.0,0.0,1.0,50.0,10.0,3.3,3.7,1.1,41.0,10.2,417.0,1.0,0.0,3.0,
2,2021,25,SFO,NFL,WR,16.0,15.0,121.0,77.0,1405.0,18.2,6.0,51.0,50.4,83.0,4.8,87.8,63.6,11.6,59.0,365.0,8.0,21.0,54.2,49.0,6.2,22.8,3.7,136.0,13.0,1770.0,14.0,4.0,14.0,"PB,AP-1"
3,2022,26,SFO,NFL,WR,13.0,12.0,94.0,56.0,632.0,11.3,2.0,25.0,47.9,57.0,4.3,48.6,59.6,6.7,42.0,232.0,3.0,8.0,40.5,51.0,5.5,17.8,3.2,98.0,8.8,864.0,5.0,3.0,8.0,
4,2023,27,SFO,NFL,WR,15.0,15.0,89.0,60.0,892.0,14.9,7.0,34.0,56.2,54.0,4.0,59.5,67.4,10.0,37.0,225.0,5.0,13.0,67.6,23.0,6.1,15.0,2.5,97.0,11.5,1117.0,12.0,1.0,11.0,
5,2024,28,SFO,NFL,WR,15.0,15.0,81.0,51.0,670.0,13.1,3.0,28.0,40.7,76.0,3.4,44.7,63.0,8.3,42.0,136.0,1.0,5.0,45.2,13.0,3.2,9.1,2.8,93.0,8.7,806.0,4.0,2.0,6.0,
6,2025,29,WAS,NFL,WR,3.0,0.0,21.0,16.0,132.0,8.3,1.0,5.0,47.6,21.0,5.3,44.0,76.2,6.3,4.0,37.0,1.0,1.0,100.0,19.0,9.3,12.3,1.3,20.0,8.5,169.0,2.0,0.0,,
7,7 Yrs,7 Yrs,7 Yrs,7 Yrs,,84.0,73.0,531.0,350.0,4924.0,14.1,23.0,194.0,50.5,83.0,4.2,58.6,65.9,9.3,206.0,1180.0,21.0,54.0,53.4,51.0,5.7,14.0,2.5,556.0,11.0,6104.0,44.0,12.0,52.0,
8,17 Game Avg,17 Game Avg,17 Game Avg,17 Game Avg,,17.0,15.0,107.0,71.0,997.0,14.1,5.0,39.0,50.5,83.0,4.2,58.6,65.9,9.3,42.0,239.0,4.0,11.0,53.4,51.0,5.7,14.0,2.5,113.0,11.0,1235.0,9.0,2.0,,
9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,SFO (6 Yrs),SFO (6 Yrs),SFO (6 Yrs),SFO (6 Yrs),,81.0,73.0,510.0,334.0,4792.0,14.3,22.0,189.0,50.6,83.0,4.1,59.2,65.5,9.4,202.0,1143.0,20.0,53.0,52.5,51.0,5.7,14.1,2.5,536.0,11.1,5935.0,42.0,12.0,52.0,
11,WAS (1 Yr),WAS (1 Yr),WAS (1 Yr),WAS (1 Yr),,3.0,0.0,21.0,16.0,132.0,8.3,1.0,5.0,47.6,21.0,5.3,44.0,76.2,6.3,4.0,37.0,1.0,1.0,100.0,19.0,9.3,12.3,1.3,20.0,8.5,169.0,2.0,0.0,,
