,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Ret,Yds.2,KRTD,Y/Ret,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,82.0,1.0,1.0,2025-09-07,WAS,,NYG,"W, 21-6",,10,7,77,11.0,0,70.0,7.7,1,19,1,19.0,2,50,0,25.0,54,77.1,0,0.0,3,13.0
1,2.0,83.0,2.0,2.0,2025-09-11,WAS,@,GNB,"L, 18-27",,8,7,44,6.3,1,87.5,5.5,0,0,0,,2,78,0,39.0,61,88.4,0,0.0,6,21.4
2,3.0,84.0,3.0,3.0,2025-09-21,WAS,,LVR,"W, 41-24",,3,2,11,5.5,0,66.7,3.7,3,18,0,6.0,2,93,0,46.5,25,43.1,0,0.0,3,9.7
3,,,,,,,,,2-1,,21,16,132,8.3,1,76.2,6.3,4,37,1,9.3,6,221,0,36.8,140,71.1,0,0.0,12,14.6
