,Season,Age,Team,Lg,Pos,G,GS,QBrec,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,1D,Succ%,Lng,Y/A,AY/A,Y/C,Y/G,Rate,QBR,Sk,Yds.1,Sk%,NY/A,ANY/A,4QC,GWD,AV,Awards
0,2019,22,ARI,NFL,QB,16,16,5-10-1,349,542,64.4,3722,20,3.7,12,2.2,173,43.7,88,6.9,6.61,10.7,232.6,87.4,57.7,48,309,8.14,5.78,5.55,1,2,14,AP ORoY-1
1,2020,23,ARI,NFL,QB,16,16,8-8-0,375,558,67.2,3971,26,4.7,12,2.2,205,48.9,80,7.1,7.08,10.6,248.2,94.3,61.9,27,176,4.62,6.49,6.45,3,4,16,PB
2,2021,24,ARI,NFL,QB,14,14,9-5-0,333,481,69.2,3787,24,5.0,10,2.1,172,49.6,77,7.9,7.94,11.4,270.5,100.6,63.2,31,286,6.05,6.84,6.9,1,1,16,PB
3,2022,25,ARI,NFL,QB,11,11,3-8-0,259,390,66.4,2368,14,3.6,7,1.8,119,45.1,38,6.1,5.98,9.1,215.3,87.2,53.6,25,192,6.02,5.24,5.16,1,1,8,
4,2023,26,ARI,NFL,QB,8,8,3-5-0,176,268,65.7,1799,10,3.7,5,1.9,88,43.7,48,6.7,6.62,10.2,224.9,89.4,47.2,18,119,6.29,5.87,5.79,2,2,8,AP CPoY-9
5,2024,27,ARI,NFL,QB,17,17,8-9-0,372,541,68.8,3851,21,3.9,11,2.0,191,51.7,60,7.1,6.98,10.4,226.5,93.5,66.5,30,220,5.25,6.36,6.23,3,3,15,AP CPoY-10
6,6 Yrs,6 Yrs,6 Yrs,6 Yrs,,82,82,36-45-1,1864,2780,67.1,19498,115,4.1,57,2.1,948,47.5,88,7.0,6.92,10.5,237.8,92.4,,179,1302,6.05,6.15,6.06,11,13,77,
7,17 Game Avg,17 Game Avg,17 Game Avg,17 Game Avg,,17,17,36-45-1,386,576,67.1,4042,24,4.1,12,2.1,197,47.5,88,7.0,6.92,10.5,237.8,92.4,,37,270,6.05,6.15,6.06,2,3,16,
