,Season,Age,Team,Lg,Pos,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Att,Yds.1,TD.1,1D.1,Succ%.1,Lng.1,Y/A,Y/G.1,A/G,Touch,Y/Tch,YScm,RRTD,Fmb,Awards
0,2023,23,KAN,NFL,WR,4,4,33,26,262,10.1,1,15,63.6,39,6.5,65.5,78.8,7.9,2,5,0,1,50.0,5,2.5,1.3,0.5,28,9.5,267,1,2,
1,1 Yr,1 Yr,1 Yr,1 Yr,,4,4,33,26,262,10.1,1,15,63.6,39,6.5,65.5,78.8,7.9,2,5,0,1,50.0,5,2.5,1.3,0.5,28,9.5,267,1,2,
2,17 Game Avg,17 Game Avg,17 Game Avg,17 Game Avg,,17,17,140,111,1114,10.1,4,64,63.6,39,6.5,65.5,78.8,7.9,9,21,0,4,50.0,5,2.5,1.3,0.5,119,9.5,1135,4,9,
