,Season,Age,Team,Lg,Pos,G,GS,Cmp,Att,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Bats,ThAwy,Spikes,Drops,Drop%,BadTh,Bad%,OnTgt,OnTgt%,PktTime,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Plays,Yds,PassAtt,PassYds,RushAtt,RushYds,PassAtt.1,PassYds.1,Awards
0,2022,23,ATL,NFL,QB,4.0,4.0,73.0,115.0,902.0,7.8,379.0,5.2,3.3,329.0,4.5,1.0,5.0,0.0,1.0,0.9,20.0,18.2,83.0,75.5,2.7,41.0,1.0,8.0,18.0,13.3,11.0,5.5,34.0,127.0,30.0,119.0,3.0,8.0,18.0,148.0,
1,2023,24,ATL,NFL,QB,15.0,13.0,249.0,388.0,3183.0,8.2,1614.0,6.5,4.2,1222.0,4.9,12.0,11.0,2.0,17.0,4.5,55.0,14.7,283.0,75.5,2.3,90.0,26.0,28.0,85.0,19.4,19.0,6.8,65.0,472.0,53.0,427.0,11.0,45.0,100.0,775.0,
2,2024,25,LVR,NFL,QB,6.0,1.0,52.0,85.0,687.0,8.1,257.0,4.9,3.0,201.0,3.9,1.0,4.0,1.0,2.0,2.5,15.0,18.8,55.0,68.8,2.2,21.0,6.0,9.0,25.0,24.8,6.0,5.8,8.0,19.0,6.0,18.0,2.0,1.0,4.0,19.0,
3,3 Yrs,3 Yrs,3 Yrs,3 Yrs,,25.0,18.0,374.0,588.0,4772.0,8.1,2250.0,6.0,3.8,1752.0,4.7,14.0,20.0,3.0,20.0,3.5,90.0,15.9,421.0,74.5,2.4,152.0,33.0,45.0,128.0,19.0,36.0,6.3,107.0,618.0,89.0,564.0,16.0,54.0,122.0,942.0,
4,17 Game Avg,17 Game Avg,17 Game Avg,17 Game Avg,,17.0,12.0,254.0,400.0,3245.0,8.1,1530.0,6.0,3.8,1191.0,4.7,10.0,14.0,2.0,14.0,3.5,61.0,15.9,286.0,74.5,2.4,103.0,22.0,31.0,87.0,19.0,24.0,6.3,73.0,420.0,61.0,384.0,11.0,37.0,83.0,641.0,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,ATL (2 Yrs),ATL (2 Yrs),ATL (2 Yrs),ATL (2 Yrs),,19.0,17.0,322.0,503.0,4085.0,8.1,1993.0,6.2,4.0,1551.0,4.8,13.0,16.0,2.0,18.0,3.7,75.0,15.5,366.0,75.5,2.5,131.0,27.0,36.0,103.0,18.0,30.0,6.3,99.0,599.0,83.0,546.0,14.0,53.0,118.0,923.0,
7,LVR (1 Yr),LVR (1 Yr),LVR (1 Yr),LVR (1 Yr),,6.0,1.0,52.0,85.0,687.0,8.1,257.0,4.9,3.0,201.0,3.9,1.0,4.0,1.0,2.0,2.5,15.0,18.8,55.0,68.8,2.2,21.0,6.0,9.0,25.0,24.8,6.0,5.8,8.0,19.0,6.0,18.0,2.0,1.0,4.0,19.0,
