,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Y/A,AY/A,Rate,Sk,Yds.1,Att.1,Yds.2,TD.1,Y/A.1,Tgt,Rec,Yds.3,Y/R,TD.2,Ctch%,Y/Tgt,Fmb,FL,FF,FR,Yds.4,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,5.0,1.0,1.0,2023-09-10,ATL,,CAR,"W, 24-10",*,15,18,83.3,115,1,0,6.4,7.50,111.8,4,24,1,-1,0,-1.0,1,1,-6,-6.0,0,100.0,-6.0,1,0,0,1,0,0,52,100.0,0,0.0,0,0.0
1,2.0,6.0,2.0,2.0,2023-09-17,ATL,,GNB,"W, 25-24",*,19,32,59.4,237,1,1,7.4,6.63,79.8,1,2,10,39,1,3.9,0,0,0,,0,,,0,0,0,0,0,0,82,100.0,0,0.0,0,0.0
2,3.0,7.0,3.0,3.0,2023-09-24,ATL,@,DET,"L, 6-20",*,21,38,55.3,201,0,0,5.3,5.29,70.2,7,62,2,3,0,1.5,0,0,0,,0,,,1,1,0,0,0,0,67,100.0,0,0.0,0,0.0
3,4.0,8.0,4.0,4.0,2023-10-01,ATL,@,JAX,"L, 7-23",*,19,31,61.3,191,1,2,6.2,3.90,62.7,4,31,1,6,0,6.0,0,0,0,,0,,,1,1,0,0,0,0,58,100.0,0,0.0,0,0.0
4,5.0,9.0,5.0,5.0,2023-10-08,ATL,,HOU,"W, 21-19",*,28,37,75.7,329,1,0,8.9,9.43,111.2,0,0,4,10,1,2.5,0,0,0,,0,,,0,0,0,0,0,0,77,100.0,0,0.0,0,0.0
5,6.0,10.0,6.0,6.0,2023-10-15,ATL,,WAS,"L, 16-24",*,28,47,59.6,307,2,3,6.5,4.51,66.5,3,11,2,18,0,9.0,0,0,0,,0,,,0,0,0,0,0,0,83,100.0,0,0.0,0,0.0
6,7.0,11.0,7.0,7.0,2023-10-22,ATL,@,TAM,"W, 16-13",*,19,25,76.0,250,0,0,10.0,10.00,107.1,1,5,6,38,1,6.3,0,0,0,,0,,,3,3,0,0,-2,0,65,100.0,0,0.0,0,0.0
7,8.0,12.0,8.0,8.0,2023-10-29,ATL,@,TEN,"L, 23-28",*,8,12,66.7,71,0,0,5.9,5.92,82.3,5,36,3,26,0,8.7,0,0,0,,0,,,1,1,0,0,0,0,31,45.6,0,0.0,0,0.0
8,8.0,,9.0,9.0,2023-11-05,ATL,,MIN,"L, 28-31",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
9,9.0,13.0,10.0,10.0,2023-11-12,ATL,@,ARI,"L, 23-25",,4,6,66.7,39,0,0,6.5,6.50,84.7,0,0,3,11,1,3.7,0,0,0,,0,,,0,0,0,0,0,0,22,31.0,0,0.0,0,0.0
10,10.0,14.0,11.0,12.0,2023-11-26,ATL,,NOR,"W, 24-15",*,13,21,61.9,168,1,2,8.0,4.67,63.3,0,0,7,30,0,4.3,0,0,0,,0,,,0,0,0,0,0,0,62,100.0,0,0.0,0,0.0
11,11.0,15.0,12.0,13.0,2023-12-03,ATL,@,NYJ,"W, 13-8",*,12,27,44.4,121,1,0,4.5,5.22,70.1,3,17,3,0,0,0.0,0,0,0,,0,,,1,0,0,1,-2,0,68,100.0,0,0.0,0,0.0
12,12.0,16.0,13.0,14.0,2023-12-10,ATL,,TAM,"L, 25-29",*,26,40,65.0,347,1,1,8.7,8.05,90.3,3,9,4,15,1,3.8,0,0,0,,0,,,2,0,0,1,0,0,72,100.0,0,0.0,0,0.0
13,13.0,17.0,14.0,15.0,2023-12-17,ATL,@,CAR,"L, 7-9",*,12,20,60.0,152,1,1,7.6,6.35,79.6,0,0,5,-2,0,-0.4,0,0,0,,0,,,1,0,0,0,0,0,52,100.0,0,0.0,0,0.0
14,13.0,,15.0,16.0,2023-12-24,ATL,,IND,"W, 29-10",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
15,14.0,18.0,16.0,17.0,2023-12-31,ATL,@,CHI,"L, 17-37",,3,4,75.0,17,0,1,4.3,-7.00,42.7,0,0,0,0,0,,0,0,0,,0,,,0,0,0,1,0,0,8,13.6,0,0.0,0,0.0
16,15.0,19.0,17.0,18.0,2024-01-07,ATL,@,NOR,"L, 17-48",*,22,30,73.3,291,2,1,9.7,9.53,111.9,0,0,2,0,0,0.0,0,0,0,,0,,,1,1,0,0,-12,0,51,83.6,0,0.0,0,0.0
17,,,,,,,,,6-9,,249,388,64.2,2836,12,12,7.3,6.54,83.4,31,197,53,193,5,3.6,1,1,-6,-6.0,0,100.0,-6.0,12,7,0,4,-16,0,850,85.3,0,0.0,0,0.0
