,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Y/A,AY/A,Rate,Sk,Yds.1,Att.1,Yds.2,TD.1,Y/A.1,Fmb,FL,FF,FR,Yds.3,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,,,1.0,1,2024-09-08,ARI,@,BUF,"L, 28-34",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
1,,,2.0,2,2024-09-15,ARI,,LAR,"W, 41-10",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
2,,,3.0,3,2024-09-22,ARI,,DET,"L, 13-20",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
3,,,4.0,4,2024-09-29,ARI,,WAS,"L, 14-42",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
4,,,5.0,5,2024-10-06,ARI,@,SFO,"W, 24-23",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
5,,,6.0,6,2024-10-13,ARI,@,GNB,"L, 13-34",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
6,,,7.0,7,2024-10-21,ARI,,LAC,"W, 17-15",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
7,,,,Player went from Arizona Cardinals to Las Vegas Raiders,Player went from Arizona Cardinals to Las Vegas Raiders,Player went from Arizona Cardinals to Las Vegas Raiders,Player went from Arizona Cardinals to Las Vegas Raiders,Player went from Arizona Cardinals to Las Vegas Raiders,Player went from Arizona Cardinals to Las Vegas Raiders,Player went from Arizona Cardinals to Las Vegas Raiders,Player went from Arizona Cardinals to Las Vegas Raiders,Player went from Arizona Cardinals to Las Vegas Raiders,Player went from Arizona Cardinals to Las Vegas Raiders,Player went from Arizona Cardinals to Las Vegas Raiders,Player went from Arizona Cardinals to Las Vegas Raiders,Player went from Arizona Cardinals to Las Vegas Raiders,Player went from Arizona Cardinals to Las Vegas Raiders,Player went from Arizona Cardinals to Las Vegas Raiders,Player went from Arizona Cardinals to Las Vegas Raiders,Player went from Arizona Cardinals to Las Vegas Raiders,Player went from Arizona Cardinals to Las Vegas Raiders,Player went from Arizona Cardinals to Las Vegas Raiders,Player went from Arizona Cardinals to Las Vegas Raiders,Player went from Arizona Cardinals to Las Vegas Raiders,Player went from Arizona Cardinals to Las Vegas Raiders,Player went from Arizona Cardinals to Las Vegas Raiders,Player went from Arizona Cardinals to Las Vegas Raiders,Player went from Arizona Cardinals to Las Vegas Raiders,Player went from Arizona Cardinals to Las Vegas Raiders,Player went from Arizona Cardinals to Las Vegas Raiders,Player went from Arizona Cardinals to Las Vegas Raiders,Player went from Arizona Cardinals to Las Vegas Raiders,Player went from Arizona Cardinals to Las Vegas Raiders,Player went from Arizona Cardinals to Las Vegas Raiders,Player went from Arizona Cardinals to Las Vegas Raiders,Player went from Arizona Cardinals to Las Vegas Raiders,Player went from Arizona Cardinals to Las Vegas Raiders
8,1.0,20.0,8.0,8,2024-10-27,LVR,,KAN,"L, 20-27",,0,0,,0,0,0,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0
9,2.0,21.0,9.0,9,2024-11-03,LVR,@,CIN,"L, 24-41",,11,16,68.8,74,1,0,4.6,5.88,99.5,4,34,1,2,0,2.0,1,1,0,0,0,0,26,42.6,0,0.0,0,0.0
10,2.0,,10.0,11,2024-11-17,LVR,@,MIA,"L, 19-34",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
11,3.0,22.0,11.0,12,2024-11-24,LVR,,DEN,"L, 19-29",,5,10,50.0,64,0,0,6.4,6.40,70.4,2,16,1,3,0,3.0,1,1,0,0,0,0,13,16.9,0,0.0,0,0.0
12,3.0,,12.0,13,2024-11-29,LVR,@,KAN,"L, 17-19",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
13,4.0,23.0,13.0,14,2024-12-08,LVR,@,TAM,"L, 13-28",,12,18,66.7,101,0,0,5.6,5.61,81.0,1,0,2,3,0,1.5,1,0,0,1,-3,0,23,34.3,0,0.0,0,0.0
14,5.0,24.0,14.0,15,2024-12-16,LVR,,ATL,"L, 9-15",*,23,39,59.0,208,1,2,5.3,3.54,60.6,3,14,5,28,0,5.6,0,0,0,0,0,0,67,100.0,0,0.0,0,0.0
