,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,1.0,1.0,1.0,2020-09-13,JAX,,IND,"W, 27-20",*,4,3,37,12.3,1,75.0,9.3,2,10,0,5.0,31,62.0,0,0.0,1,4.2
1,2.0,2.0,2.0,2.0,2020-09-20,JAX,@,TEN,"L, 30-33",,4,3,35,11.7,0,75.0,8.8,5,37,0,7.4,43,56.6,0,0.0,0,0.0
2,3.0,3.0,3.0,3.0,2020-09-24,JAX,,MIA,"L, 13-31",*,6,5,33,6.6,0,83.3,5.5,1,1,0,1.0,45,68.2,0,0.0,6,26.1
3,4.0,4.0,4.0,4.0,2020-10-04,JAX,@,CIN,"L, 25-33",*,6,5,86,17.2,0,83.3,14.3,1,5,0,5.0,37,54.4,0,0.0,0,0.0
4,5.0,5.0,5.0,5.0,2020-10-11,JAX,@,HOU,"L, 14-30",*,8,7,79,11.3,0,87.5,9.9,0,0,0,,52,69.3,0,0.0,0,0.0
5,6.0,6.0,6.0,6.0,2020-10-18,JAX,,DET,"L, 16-34",*,7,3,10,3.3,0,42.9,1.4,1,1,0,1.0,47,73.4,0,0.0,0,0.0
6,7.0,7.0,7.0,7.0,2020-10-25,JAX,@,LAC,"L, 29-39",*,3,3,44,14.7,0,100.0,14.7,1,0,0,0.0,47,74.6,0,0.0,0,0.0
7,8.0,8.0,8.0,9.0,2020-11-08,JAX,,HOU,"L, 25-27",*,1,1,-1,-1.0,0,100.0,-1.0,0,0,0,,10,14.5,0,0.0,3,9.7
8,8.0,,9.0,10.0,2020-11-15,JAX,@,GNB,"L, 20-24",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
9,8.0,,10.0,11.0,2020-11-22,JAX,,PIT,"L, 3-27",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
10,9.0,9.0,11.0,12.0,2020-11-29,JAX,,CLE,"L, 25-27",*,4,3,31,10.3,0,75.0,7.8,1,6,0,6.0,59,90.8,0,0.0,0,0.0
11,10.0,10.0,12.0,13.0,2020-12-06,JAX,@,MIN,"L, 24-27 (OT)",*,3,3,38,12.7,1,100.0,12.7,2,30,0,15.0,25,35.2,0,0.0,0,0.0
12,11.0,11.0,13.0,14.0,2020-12-13,JAX,,TEN,"L, 10-31",*,11,6,49,8.2,0,54.5,4.5,1,2,0,2.0,53,74.6,0,0.0,0,0.0
13,12.0,12.0,14.0,15.0,2020-12-20,JAX,@,BAL,"L, 14-40",,6,5,43,8.6,0,83.3,7.2,2,1,0,0.5,43,74.1,0,0.0,0,0.0
14,13.0,13.0,15.0,16.0,2020-12-27,JAX,,CHI,"L, 17-41",*,7,5,48,9.6,1,71.4,6.9,0,0,0,,48,87.3,0,0.0,0,0.0
15,14.0,14.0,16.0,17.0,2021-01-03,JAX,@,IND,"L, 14-28",*,9,6,68,11.3,2,66.7,7.6,1,-2,0,-2.0,45,69.2,0,0.0,0,0.0
16,,,,,,,,,1-13,,79,58,600,10.3,5,73.4,7.6,18,91,0,5.1,585,63.9,0,0.0,10,2.6
