,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,1.0,1.0,1.0,2021-09-12,NYJ,@,CAR,"L, 14-19",*,4,1,-3,-3.0,0,25.0,-0.8,0,0,0,,0.0,0,0,0,0,0,0,56,86.2,0,0.0,1,3.6
1,2.0,2.0,2.0,2.0,2021-09-19,NYJ,,NWE,"L, 6-25",*,8,4,47,11.8,0,50.0,5.9,0,0,0,,0.0,0,0,0,0,0,0,57,78.1,0,0.0,1,4.0
2,3.0,3.0,3.0,3.0,2021-09-26,NYJ,@,DEN,"L, 0-26",*,6,3,22,7.3,0,50.0,3.7,0,0,0,,0.0,0,0,0,0,0,0,26,48.1,0,0.0,0,0.0
3,3.0,,4.0,4.0,2021-10-03,NYJ,,TEN,"W, 27-24 (OT)",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
4,4.0,4.0,5.0,5.0,2021-10-10,NYJ,@,ATL,"L, 20-27",,2,0,0,,0,0.0,0.0,0,0,0,,0.0,0,0,0,0,0,0,23,41.1,0,0.0,0,0.0
5,5.0,5.0,6.0,7.0,2021-10-24,NYJ,@,NWE,"L, 13-54",,6,1,13,13.0,0,16.7,2.2,1,19,1,19.0,0.0,1,1,0,0,0,0,37,56.9,0,0.0,0,0.0
6,6.0,6.0,7.0,8.0,2021-10-31,NYJ,,CIN,"W, 34-31",,6,6,67,11.2,0,100.0,11.2,1,4,0,4.0,0.0,1,1,0,0,0,0,30,35.7,0,0.0,0,0.0
7,7.0,7.0,8.0,9.0,2021-11-04,NYJ,@,IND,"L, 30-45",,8,7,84,12.0,2,87.5,10.5,0,0,0,,0.0,0,0,0,0,0,0,46,59.7,0,0.0,0,0.0
8,8.0,8.0,9.0,10.0,2021-11-14,NYJ,,BUF,"L, 17-45",,6,3,44,14.7,1,50.0,7.3,0,0,0,,0.0,1,1,0,0,0,0,43,55.8,0,0.0,0,0.0
9,9.0,9.0,10.0,11.0,2021-11-21,NYJ,,MIA,"L, 17-24",*,11,8,141,17.6,1,72.7,12.8,1,15,0,15.0,0.0,0,0,0,0,0,0,48,80.0,0,0.0,0,0.0
10,10.0,10.0,11.0,12.0,2021-11-28,NYJ,@,HOU,"W, 21-14",*,8,4,46,11.5,0,50.0,5.8,1,7,0,7.0,0.0,0,0,0,0,0,0,59,88.1,0,0.0,0,0.0
11,11.0,11.0,12.0,13.0,2021-12-05,NYJ,,PHI,"L, 18-33",*,12,6,77,12.8,1,50.0,6.4,1,9,0,9.0,0.0,0,0,0,0,0,0,51,86.4,0,0.0,0,0.0
12,11.0,,13.0,14.0,2021-12-12,NYJ,,NOR,"L, 9-30",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
13,11.0,,14.0,15.0,2021-12-19,NYJ,@,MIA,"L, 24-31",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
14,11.0,,15.0,16.0,2021-12-26,NYJ,,JAX,"W, 26-21",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
15,11.0,,16.0,17.0,2022-01-02,NYJ,,TAM,"L, 24-28",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
16,11.0,,17.0,18.0,2022-01-09,NYJ,@,BUF,"L, 10-27",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
17,,,,,,,,,2-9,,77,43,538,12.5,5,55.8,7.0,5,54,1,10.8,0.0,3,3,0,0,0,0,476,64.6,0,0.0,2,0.7
