,Season,Age,Team,Lg,Pos,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Att,Yds.1,TD.1,1D.1,Succ%.1,Lng.1,Y/A,Y/G.1,A/G,Touch,Y/Tch,YScm,RRTD,Fmb,AV,Awards
0,2022,22,NYJ,NFL,WR,17,12,147,83,1103,13.3,4,56,47.6,60,4.9,64.9,56.5,7.5,4,4,0,0,25.0,7.0,1.0,0.2,0.2,87,12.7,1107,4,2,8.0,AP ORoY-1
1,2023,23,NYJ,NFL,WR,17,17,168,95,1042,11.0,3,47,44.0,68,5.6,61.3,56.5,6.2,4,0,0,1,50.0,,0.0,0.0,0.2,99,10.5,1042,3,2,7.0,
2,2024,24,NYJ,NFL,WR,17,17,154,101,1104,10.9,7,60,53.9,42,5.9,64.9,65.6,7.2,2,5,0,1,50.0,5.0,2.5,0.3,0.1,103,10.8,1109,7,2,10.0,
3,2025,25,NYJ,NFL,WR,3,3,30,21,229,10.9,2,10,53.3,33,7.0,76.3,70.0,7.6,0,0,0,0,,,,0.0,0.0,21,10.9,229,2,1,,
4,4 Yrs,4 Yrs,4 Yrs,4 Yrs,,54,49,499,300,3478,11.6,16,173,48.7,68,5.6,64.4,60.1,7.0,10,9,0,2,40.0,7.0,0.9,0.2,0.2,310,11.2,3487,16,7,25.0,
5,17 Game Avg,17 Game Avg,17 Game Avg,17 Game Avg,,17,15,157,94,1095,11.6,5,54,48.7,68,5.6,64.4,60.1,7.0,3,3,0,1,40.0,7.0,0.9,0.2,0.2,98,11.2,1098,5,2,,
