,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Cmp,Att.1,Cmp%,Yds.2,TD.2,Int,Y/A.1,AY/A,Rate,Sk,Yds.3,Fmb,FL,FF,FR,Yds.4,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,18.0,1.0,1.0,2023-09-11,NYJ,,BUF,"W, 22-16 (OT)",*,5,5,34,6.8,1,100.0,6.8,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,50,92.6,0,0.0,0,0.0
1,2.0,19.0,2.0,2.0,2023-09-17,NYJ,@,DAL,"L, 10-30",*,8,2,83,41.5,1,25.0,10.4,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,43,91.5,0,0.0,0,0.0
2,3.0,20.0,3.0,3.0,2023-09-24,NYJ,,NWE,"L, 10-15",*,9,5,48,9.6,0,55.6,5.3,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,61,96.8,0,0.0,0,0.0
3,4.0,21.0,4.0,4.0,2023-10-01,NYJ,,KAN,"L, 20-23",*,14,9,60,6.7,0,64.3,4.3,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,55,93.2,0,0.0,0,0.0
4,5.0,22.0,5.0,5.0,2023-10-08,NYJ,@,DEN,"W, 31-21",*,7,3,54,18.0,0,42.9,7.7,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,54,83.1,0,0.0,1,3.1
5,6.0,23.0,6.0,6.0,2023-10-15,NYJ,,PHI,"W, 20-14",*,12,8,90,11.3,0,66.7,7.5,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,57,87.7,0,0.0,0,0.0
6,7.0,24.0,7.0,8.0,2023-10-29,NYJ,@,NYG,"W, 13-10 (OT)",*,13,7,100,14.3,0,53.8,7.7,1,6,0,6.0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,57,89.1,0,0.0,0,0.0
7,8.0,25.0,8.0,9.0,2023-11-06,NYJ,,LAC,"L, 6-27",*,13,7,80,11.4,0,53.8,6.2,0,0,0,,0,0,,0,0,0,,,,0,0,1,1,0,0,0,0,79,97.5,0,0.0,0,0.0
8,9.0,26.0,9.0,10.0,2023-11-12,NYJ,@,LVR,"L, 12-16",*,14,9,93,10.3,0,64.3,6.6,0,0,0,,0,1,0.0,0,0,0,0.0,0.0,39.6,0,0,0,0,0,0,0,0,62,93.9,0,0.0,0,0.0
9,10.0,27.0,10.0,11.0,2023-11-19,NYJ,@,BUF,"L, 6-32",*,8,2,9,4.5,0,25.0,1.1,0,0,0,,0,0,,0,0,0,,,,0,0,1,1,0,0,0,0,54,94.7,0,0.0,0,0.0
10,11.0,28.0,11.0,12.0,2023-11-24,NYJ,,MIA,"L, 13-34",*,10,7,44,6.3,1,70.0,4.4,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,55,94.8,0,0.0,0,0.0
11,12.0,29.0,12.0,13.0,2023-12-03,NYJ,,ATL,"L, 8-13",*,7,3,50,16.7,0,42.9,7.1,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,68,100.0,0,0.0,1,3.6
12,13.0,30.0,13.0,14.0,2023-12-10,NYJ,,HOU,"W, 30-6",*,14,9,108,12.0,0,64.3,7.7,1,3,0,3.0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,62,91.2,0,0.0,0,0.0
13,14.0,31.0,14.0,15.0,2023-12-17,NYJ,@,MIA,"L, 0-30",*,4,3,29,9.7,0,75.0,7.3,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,55,94.8,0,0.0,0,0.0
14,15.0,32.0,15.0,16.0,2023-12-24,NYJ,,WAS,"W, 30-28",*,15,9,76,8.4,0,60.0,5.1,1,-8,0,-8.0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,86,95.6,0,0.0,0,0.0
15,16.0,33.0,16.0,17.0,2023-12-28,NYJ,@,CLE,"L, 20-37",*,10,5,50,10.0,0,50.0,5.0,1,-1,0,-1.0,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,72,98.6,0,0.0,0,0.0
16,17.0,34.0,17.0,18.0,2024-01-07,NYJ,@,NWE,"W, 17-3",*,5,2,34,17.0,0,40.0,6.8,0,0,0,,0,0,,0,0,0,,,,0,0,0,0,0,0,0,0,38,58.5,0,0.0,0,0.0
17,,,,,,,,,7-10,,168,95,1042,11.0,3,56.5,6.2,4,0,0,0.0,0,1,0.0,0,0,0,0.0,0.0,39.6,0,0,2,2,0,0,0,0,1008,91.6,0,0.0,2,0.4
