,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Fmb,FL,FF,FR,Yds.1,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,63.0,1.0,1.0,2024-09-08,IND,,HOU,"L, 27-29",*,8,4,31,7.8,0,50.0,3.9,0,0,0,0,0,0,40,88.9,0,0.0,0,0.0
1,2.0,64.0,2.0,2.0,2024-09-15,IND,@,GNB,"L, 10-16",*,7,3,21,7.0,0,42.9,3.0,0,0,0,0,0,0,48,85.7,0,0.0,1,4.5
2,3.0,65.0,3.0,3.0,2024-09-22,IND,,CHI,"W, 21-16",*,5,4,36,9.0,0,80.0,7.2,0,0,0,0,0,0,47,83.9,0,0.0,0,0.0
3,4.0,66.0,4.0,4.0,2024-09-29,IND,,PIT,"W, 27-24",*,9,6,113,18.8,0,66.7,12.6,0,0,0,0,0,0,58,87.9,0,0.0,0,0.0
4,5.0,67.0,5.0,5.0,2024-10-06,IND,@,JAX,"L, 34-37",,8,5,37,7.4,1,62.5,4.6,0,0,0,0,0,0,62,88.6,0,0.0,0,0.0
5,6.0,68.0,6.0,6.0,2024-10-13,IND,@,TEN,"W, 20-17",*,5,3,35,11.7,1,60.0,7.0,0,0,0,0,0,0,56,80.0,0,0.0,0,0.0
6,7.0,69.0,7.0,7.0,2024-10-20,IND,,MIA,"W, 16-10",*,5,3,63,21.0,0,60.0,12.6,0,0,0,0,0,0,55,88.7,0,0.0,0,0.0
7,8.0,70.0,8.0,8.0,2024-10-27,IND,@,HOU,"L, 20-23",*,6,1,16,16.0,0,16.7,2.7,0,0,0,0,0,0,61,95.3,0,0.0,0,0.0
8,9.0,71.0,9.0,9.0,2024-11-03,IND,@,MIN,"L, 13-21",,4,1,14,14.0,0,25.0,3.5,0,0,0,0,0,0,41,75.9,0,0.0,1,4.5
9,9.0,,10.0,10.0,2024-11-10,IND,,BUF,"L, 20-30",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
10,10.0,72.0,11.0,11.0,2024-11-17,IND,@,NYJ,"W, 28-27",*,8,5,46,9.2,0,62.5,5.8,0,0,0,0,0,0,61,87.1,0,0.0,0,0.0
11,11.0,73.0,12.0,12.0,2024-11-24,IND,,DET,"L, 6-24",*,7,6,96,16.0,0,85.7,13.7,0,0,0,0,0,0,41,74.5,0,0.0,0,0.0
12,12.0,74.0,13.0,13.0,2024-12-01,IND,@,NWE,"W, 25-24",*,7,5,42,8.4,0,71.4,6.0,0,0,0,0,0,0,57,91.9,0,0.0,0,0.0
13,13.0,75.0,14.0,15.0,2024-12-15,IND,@,DEN,"L, 13-31",*,9,6,58,9.7,0,66.7,6.4,1,1,0,0,0,0,73,96.1,0,0.0,0,0.0
14,14.0,76.0,15.0,16.0,2024-12-22,IND,,TEN,"W, 38-30",*,3,2,19,9.5,0,66.7,6.3,0,0,0,0,0,0,61,98.4,0,0.0,0,0.0
15,15.0,77.0,16.0,17.0,2024-12-29,IND,@,NYG,"L, 33-45",*,10,9,109,12.1,1,90.0,10.9,0,0,0,0,0,0,72,93.5,0,0.0,0,0.0
16,16.0,78.0,17.0,18.0,2025-01-05,IND,,JAX,"W, 26-23 (OT)",*,10,6,72,12.0,0,60.0,7.2,0,0,0,0,0,0,71,91.0,0,0.0,0,0.0
17,,,,,,,,,8-8,,111,69,808,11.7,3,62.2,7.3,1,1,0,0,0,0,904,88.4,0,0.0,2,0.5
