,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,,,1.0,1.0,2022-09-11,DAL,,TAM,"L, 3-19",Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
1,,,2.0,2.0,2022-09-18,DAL,,CIN,"W, 20-17",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
2,1.0,1.0,3.0,3.0,2022-09-26,DAL,@,NYG,"W, 23-16",,2,1,4,4.0,0,50.0,2.0,23,35.9,0,0.0,1,3.4
3,1.0,,4.0,4.0,2022-10-02,DAL,,WAS,"W, 25-10",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
4,1.0,,5.0,5.0,2022-10-09,DAL,@,LAR,"W, 22-10",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
5,2.0,2.0,6.0,6.0,2022-10-16,DAL,@,PHI,"L, 17-26",,0,0,0,,0,,,3,4.5,0,0.0,10,41.7
6,3.0,3.0,7.0,7.0,2022-10-23,DAL,,DET,"W, 24-6",,0,0,0,,0,,,1,1.6,0,0.0,6,27.3
7,4.0,4.0,8.0,8.0,2022-10-30,DAL,,CHI,"W, 49-29",*,0,0,0,,0,,,25,43.1,0,0.0,0,0.0
8,5.0,5.0,9.0,10.0,2022-11-13,DAL,@,GNB,"L, 28-31 (OT)",,0,0,0,,0,,,8,9.6,0,0.0,10,33.3
9,6.0,6.0,10.0,11.0,2022-11-20,DAL,@,MIN,"W, 40-3",,1,1,8,8.0,0,100.0,8.0,13,18.1,0,0.0,11,39.3
10,7.0,7.0,11.0,12.0,2022-11-24,DAL,,NYG,"W, 28-20",,0,0,0,,0,,,4,5.3,0,0.0,7,30.4
11,8.0,8.0,12.0,13.0,2022-12-04,DAL,,IND,"W, 54-19",,0,0,0,,0,,,12,17.6,0,0.0,8,25.8
12,8.0,,13.0,14.0,2022-12-11,DAL,,HOU,"W, 27-23",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
13,8.0,,14.0,15.0,2022-12-18,DAL,@,JAX,"L, 34-40 (OT)",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
14,8.0,,15.0,16.0,2022-12-24,DAL,,PHI,"W, 40-34",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
15,8.0,,16.0,17.0,2022-12-29,DAL,@,TEN,"W, 27-13",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
16,8.0,,17.0,18.0,2023-01-08,DAL,@,WAS,"L, 6-26",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
17,,,,,,,,,6-2,,3,2,12,6.0,0,66.7,4.0,89,16.2,0,0.0,53,24.5
