,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,1.0,1.0,1.0,2021-09-12,DET,,SFO,"L, 33-41",,4,2,23,11.5,0,50.0,5.8,0,0,0,,0.0,0,0,0,0,0,0,59,64.1,0,0.0,9,29.0
1,2.0,2.0,2.0,2.0,2021-09-20,DET,@,GNB,"L, 17-35",,5,3,18,6.0,0,60.0,3.6,0,0,0,,0.0,0,0,0,0,0,0,34,59.6,0,0.0,6,26.1
2,3.0,3.0,3.0,3.0,2021-09-26,DET,,BAL,"L, 17-19",,1,1,2,2.0,0,100.0,2.0,0,0,0,,0.0,0,0,0,0,0,0,27,42.9,0,0.0,5,17.9
3,4.0,4.0,4.0,4.0,2021-10-03,DET,@,CHI,"L, 14-24",,8,6,70,11.7,0,75.0,8.8,0,0,0,,0.0,1,1,0,0,0,0,51,71.8,0,0.0,5,23.8
4,5.0,5.0,5.0,5.0,2021-10-10,DET,@,MIN,"L, 17-19",*,8,7,65,9.3,0,87.5,8.1,0,0,0,,0.0,0,0,0,0,0,0,47,69.1,0,0.0,5,19.2
5,6.0,6.0,6.0,6.0,2021-10-17,DET,,CIN,"L, 11-34",,7,5,26,5.2,0,71.4,3.7,0,0,0,,0.0,0,0,0,0,0,0,49,77.8,0,0.0,6,24.0
6,7.0,7.0,7.0,7.0,2021-10-24,DET,@,LAR,"L, 19-28",*,0,0,0,,0,,,0,0,0,,0.0,0,0,0,0,0,0,43,62.3,0,0.0,6,24.0
7,8.0,8.0,8.0,8.0,2021-10-31,DET,,PHI,"L, 6-44",,5,3,46,15.3,0,60.0,9.2,0,0,0,,0.0,0,0,0,0,0,0,45,72.6,0,0.0,9,36.0
8,9.0,9.0,9.0,10.0,2021-11-14,DET,@,PIT,"T, 16-16 (OT)",*,6,4,61,15.3,0,66.7,10.2,0,0,0,,0.0,0,0,0,0,0,0,43,60.6,0,0.0,6,17.6
9,10.0,10.0,10.0,11.0,2021-11-21,DET,@,CLE,"L, 10-13",,4,4,18,4.5,0,100.0,4.5,0,0,0,,0.0,0,0,0,0,0,0,41,85.4,0,0.0,3,13.6
10,11.0,11.0,11.0,12.0,2021-11-25,DET,,CHI,"L, 14-16",*,4,4,23,5.8,0,100.0,5.8,0,0,0,,0.0,0,0,0,0,0,0,48,98.0,0,0.0,3,12.5
11,12.0,12.0,12.0,13.0,2021-12-05,DET,,MIN,"W, 29-27",*,12,10,86,8.6,1,83.3,7.2,1,2,0,2.0,0.0,0,0,0,0,0,0,69,95.8,0,0.0,7,25.9
12,13.0,13.0,13.0,14.0,2021-12-12,DET,@,DEN,"L, 10-38",*,12,8,73,9.1,0,66.7,6.1,0,0,0,,0.0,0,0,0,0,0,0,47,74.6,0,0.0,6,27.3
13,14.0,14.0,14.0,15.0,2021-12-19,DET,,ARI,"W, 30-12",*,11,8,90,11.3,1,72.7,8.2,1,5,0,5.0,0.0,0,0,0,0,0,0,45,69.2,0,0.0,4,16.0
14,15.0,15.0,15.0,16.0,2021-12-26,DET,@,ATL,"L, 16-20",*,11,9,91,10.1,1,81.8,8.3,2,19,0,9.5,0.0,0,0,0,0,0,0,59,88.1,0,0.0,0,0.0
15,16.0,16.0,16.0,17.0,2022-01-02,DET,@,SEA,"L, 29-51",,11,8,111,13.9,1,72.7,10.1,2,23,1,11.5,0.0,0,0,0,0,0,0,53,84.1,0,0.0,1,3.1
16,17.0,17.0,17.0,18.0,2022-01-09,DET,,GNB,"W, 37-30",*,10,8,109,13.6,1,80.0,10.9,1,12,0,12.0,0.0,0,0,0,0,0,0,56,94.9,0,0.0,0,0.0
17,,,,,,,,,3-13-1,,119,90,912,10.1,5,75.6,7.7,7,61,1,8.7,0.0,1,1,0,0,0,0,816,74.0,0,0.0,81,18.4
