,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Y/A,AY/A,Rate,Sk,Yds.1,Att.1,Yds.2,TD.1,Y/A.1,Sk.1,Comb,Solo,Ast,TFL,QBHits,Sfty,Fmb,FL,FF,FR,Yds.3,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,31.0,1.0,1.0,2022-09-11,PHI,@,DET,"W, 38-35",*,18,32,56.3,243,0,0,7.6,7.59,80.6,1,4,17,90,1,5.3,0.0,0,0,0,0,0,0,0,0,0,0,0,0,77,100.0,0,0.0,0,0.0
1,2.0,32.0,2.0,2.0,2022-09-19,PHI,,MIN,"W, 24-7",*,26,31,83.9,333,1,1,10.7,9.94,108.7,3,10,11,57,2,5.2,0.0,0,0,0,0,0,0,1,0,0,0,0,0,73,100.0,0,0.0,0,0.0
2,3.0,33.0,3.0,3.0,2022-09-25,PHI,@,WAS,"W, 24-8",*,22,35,62.9,340,3,0,9.7,11.43,123.5,3,12,9,20,0,2.2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,70,100.0,0,0.0,0,0.0
3,4.0,34.0,4.0,4.0,2022-10-02,PHI,,JAX,"W, 29-21",*,16,25,64.0,204,0,1,8.2,6.36,72.7,2,13,16,38,1,2.4,0.0,0,0,0,0,0,0,1,0,0,0,-7,0,82,100.0,0,0.0,0,0.0
4,5.0,35.0,5.0,5.0,2022-10-09,PHI,@,ARI,"W, 20-17",*,26,36,72.2,239,0,0,6.6,6.64,89.9,2,21,15,61,2,4.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,73,100.0,0,0.0,0,0.0
5,6.0,36.0,6.0,6.0,2022-10-16,PHI,,DAL,"W, 26-17",*,15,25,60.0,155,2,0,6.2,7.80,104.6,4,23,9,27,0,3.0,0.0,0,0,0,0,0,0,1,0,0,1,-6,0,71,100.0,0,0.0,0,0.0
6,7.0,37.0,7.0,8.0,2022-10-30,PHI,,PIT,"W, 35-13",*,19,28,67.9,285,4,0,10.2,13.04,140.6,3,18,2,10,0,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,46,80.7,0,0.0,0,0.0
7,8.0,38.0,8.0,9.0,2022-11-03,PHI,@,HOU,"W, 29-17",*,21,27,77.8,243,2,0,9.0,10.48,128.9,4,26,9,23,0,2.6,0.0,0,0,0,0,0,0,2,1,0,0,0,0,65,100.0,0,0.0,0,0.0
8,9.0,39.0,9.0,10.0,2022-11-14,PHI,,WAS,"L, 21-32",*,17,26,65.4,175,2,1,6.7,6.54,94.2,1,5,6,28,1,4.7,0.0,0,0,0,0,0,0,0,0,0,0,0,0,50,100.0,0,0.0,0,0.0
9,10.0,40.0,10.0,11.0,2022-11-20,PHI,@,IND,"W, 17-16",*,18,25,72.0,190,1,0,7.6,8.40,107.1,3,17,16,86,1,5.4,0.0,0,0,0,0,0,0,2,1,0,1,0,0,68,100.0,0,0.0,0,0.0
10,11.0,41.0,11.0,12.0,2022-11-27,PHI,,GNB,"W, 40-33",*,16,28,57.1,153,2,0,5.5,6.89,96.3,2,16,17,157,0,9.2,0.0,1,1,0,0,0,0,1,0,0,0,0,0,80,100.0,0,0.0,0,0.0
11,12.0,42.0,12.0,13.0,2022-12-04,PHI,,TEN,"W, 35-10",*,29,39,74.4,380,3,0,9.7,11.28,130.3,2,5,5,12,1,2.4,0.0,0,0,0,0,0,0,1,0,0,0,0,0,64,87.7,0,0.0,0,0.0
12,13.0,43.0,13.0,14.0,2022-12-11,PHI,@,NYG,"W, 48-22",*,21,31,67.7,217,2,0,7.0,8.29,109.2,4,33,7,77,1,11.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,63,92.6,0,0.0,0,0.0
13,14.0,44.0,14.0,15.0,2022-12-18,PHI,@,CHI,"W, 25-20",*,22,37,59.5,315,0,2,8.5,6.08,64.6,1,6,17,61,3,3.6,0.0,1,1,0,0,0,0,0,0,0,0,0,0,73,100.0,0,0.0,0,0.0
14,14.0,,15.0,16.0,2022-12-24,PHI,@,DAL,"L, 34-40",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
15,14.0,,16.0,17.0,2023-01-01,PHI,,NOR,"L, 10-20",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
16,15.0,45.0,17.0,18.0,2023-01-08,PHI,,NYG,"W, 22-16",*,20,35,57.1,229,0,1,6.5,5.26,65.1,3,22,9,13,0,1.4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,73,100.0,0,0.0,0,0.0
17,,,,,,,,,14-1,,306,460,66.5,3701,22,6,8.0,8.42,101.5,38,231,165,760,13,4.6,0.0,2,2,0,0,0,0,9,2,0,2,-13,0,1028,97.6,0,0.0,0,0.0
