,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Cmp,Att,Cmp%,Yds,TD,Int,Y/A,AY/A,Rate,Sk,Yds.1,Att.1,Yds.2,TD.1,Y/A.1,Tgt,Rec,Yds.3,Y/R,TD.2,Ctch%,Y/Tgt,Fmb,FL,FF,FR,Yds.4,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,,,1.0,1.0,2020-09-13,PHI,@,WAS,"L, 17-27",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
1,1.0,1.0,2.0,2.0,2020-09-20,PHI,,LAR,"L, 19-37",,0,0,,0,0,0,,,,0,0,0,0,0,,0,0,0,,0,,,0,0,0,0,0,0,3,4.2,0,0.0,0,0.0
2,2.0,2.0,3.0,3.0,2020-09-27,PHI,,CIN,"T, 23-23 (OT)",,0,0,,0,0,0,,,,0,0,2,5,0,2.5,0,0,0,,0,,,1,0,0,1,-4,0,3,3.3,0,0.0,0,0.0
3,3.0,3.0,4.0,4.0,2020-10-04,PHI,@,SFO,"W, 25-20",,0,0,,0,0,0,,,,0,0,3,18,0,6.0,0,0,0,,0,,,1,0,0,1,-8,0,4,6.5,0,0.0,0,0.0
4,4.0,4.0,5.0,5.0,2020-10-11,PHI,@,PIT,"L, 29-38",,1,1,100.0,18,0,0,18.0,18.00,118.7,0,0,0,0,0,,0,0,0,,0,,,0,0,0,0,0,0,2,3.4,0,0.0,0,0.0
5,5.0,5.0,6.0,6.0,2020-10-18,PHI,,BAL,"L, 28-30",,0,0,,0,0,0,,,,0,0,2,23,0,11.5,1,1,3,3.0,0,100.0,3.0,0,0,0,0,0,0,7,9.7,0,0.0,0,0.0
6,6.0,6.0,7.0,7.0,2020-10-22,PHI,,NYG,"W, 22-21",,0,0,,0,0,0,,,,0,0,2,2,0,1.0,0,0,0,,0,,,0,0,0,0,0,0,5,6.2,0,0.0,0,0.0
7,7.0,7.0,8.0,8.0,2020-11-01,PHI,,DAL,"W, 23-9",,1,1,100.0,9,0,0,9.0,9.00,104.2,0,0,0,0,0,,0,0,0,,0,,,0,0,0,0,0,0,3,4.7,0,0.0,0,0.0
8,8.0,8.0,9.0,10.0,2020-11-15,PHI,@,NYG,"L, 17-27",,0,0,,0,0,0,,,,0,0,2,-1,0,-0.5,0,0,0,,0,,,1,0,0,0,0,0,3,4.5,0,0.0,0,0.0
9,9.0,9.0,10.0,11.0,2020-11-22,PHI,@,CLE,"L, 17-22",,0,0,,0,0,0,,,,0,0,1,6,0,6.0,0,0,0,,0,,,0,0,0,0,0,0,1,1.5,0,0.0,0,0.0
10,10.0,10.0,11.0,12.0,2020-11-30,PHI,,SEA,"L, 17-23",,1,1,100.0,6,0,0,6.0,6.00,91.7,0,0,0,0,0,,0,0,0,,0,,,0,0,0,0,0,0,2,2.8,0,0.0,0,0.0
11,11.0,11.0,12.0,13.0,2020-12-06,PHI,@,GNB,"L, 16-30",,5,12,41.7,109,1,1,9.1,7.00,67.7,3,5,5,29,0,5.8,0,0,0,,0,,,0,0,0,0,0,0,26,41.9,0,0.0,0,0.0
12,12.0,12.0,13.0,14.0,2020-12-13,PHI,,NOR,"W, 24-21",*,17,30,56.7,167,1,0,5.6,6.23,83.6,0,0,18,106,0,5.9,0,0,0,,0,,,1,1,0,0,0,0,69,100.0,0,0.0,0,0.0
13,13.0,13.0,14.0,15.0,2020-12-20,PHI,@,ARI,"L, 26-33",*,24,44,54.5,338,3,0,7.7,9.05,102.3,6,33,11,63,1,5.7,0,0,0,,0,,,3,0,0,1,0,0,83,98.8,0,0.0,0,0.0
14,14.0,14.0,15.0,16.0,2020-12-27,PHI,@,DAL,"L, 17-37",*,21,39,53.8,342,1,2,8.8,6.97,70.7,3,16,9,69,0,7.7,0,0,0,,0,,,2,1,0,0,0,0,73,100.0,0,0.0,0,0.0
15,15.0,15.0,16.0,17.0,2021-01-03,PHI,,WAS,"L, 14-20",*,7,20,35.0,72,0,1,3.6,1.35,25.4,1,5,8,34,2,4.3,0,0,0,,0,,,0,0,0,0,0,0,50,73.5,0,0.0,0,0.0
16,,,,,,,,,4-10-1,,77,148,52.0,1061,6,4,7.2,6.76,77.6,13,59,63,354,3,5.6,1,1,3,3.0,0,100.0,3.0,9,2,0,3,-12,0,334,31.5,0,0.0,0,0.0
