,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Fmb,FL,FF,FR,Yds.1,FRTD,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,16.0,1.0,1.0,2020-09-13,BUF,,NYJ,"W, 27-17",,3,2,26,13.0,0,66.7,8.7,0,0,0,0,0,0,56,64.4,0,0.0,1,3.8
1,2.0,17.0,2.0,2.0,2020-09-20,BUF,@,MIA,"W, 31-28",*,3,1,36,36.0,0,33.3,12.0,1,1,0,0,0,0,22,36.1,0,0.0,0,0.0
2,2.0,,3.0,3.0,2020-09-27,BUF,,LAR,"W, 35-32",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
3,3.0,18.0,4.0,4.0,2020-10-04,BUF,@,LVR,"W, 30-23",*,3,2,16,8.0,0,66.7,5.3,0,0,0,0,0,0,29,47.5,0,0.0,0,0.0
4,4.0,19.0,5.0,5.0,2020-10-13,BUF,@,TEN,"L, 16-42",*,3,1,15,15.0,0,33.3,5.0,0,0,0,0,0,0,25,34.7,0,0.0,0,0.0
5,4.0,,6.0,6.0,2020-10-19,BUF,,KAN,"L, 17-26",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
6,4.0,,7.0,7.0,2020-10-25,BUF,@,NYJ,"W, 18-10",COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List
7,4.0,,8.0,8.0,2020-11-01,BUF,,NWE,"W, 24-21",COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List,COVID-19 List
8,5.0,20.0,9.0,9.0,2020-11-08,BUF,,SEA,"W, 44-34",,0,0,0,,0,,,0,0,0,0,0,0,25,36.8,0,0.0,0,0.0
9,6.0,21.0,10.0,10.0,2020-11-15,BUF,@,ARI,"L, 30-32",*,4,2,16,8.0,0,50.0,4.0,0,0,0,0,0,0,51,69.9,0,0.0,8,23.5
10,7.0,22.0,11.0,12.0,2020-11-29,BUF,,LAC,"W, 27-17",*,1,1,2,2.0,1,100.0,2.0,0,0,0,0,0,0,38,61.3,0,0.0,9,33.3
11,8.0,23.0,12.0,13.0,2020-12-07,BUF,@,SFO,"W, 34-24",*,4,4,27,6.8,1,100.0,6.8,0,0,0,0,0,0,49,67.1,0,0.0,11,45.8
12,9.0,24.0,13.0,14.0,2020-12-13,BUF,,PIT,"W, 26-15",,7,4,34,8.5,0,57.1,4.9,1,1,0,0,0,0,60,80.0,0,0.0,2,7.1
13,10.0,25.0,14.0,15.0,2020-12-19,BUF,@,DEN,"W, 48-19",*,4,2,36,18.0,1,50.0,9.0,0,0,0,0,0,0,40,54.8,0,0.0,0,0.0
14,11.0,26.0,15.0,16.0,2020-12-28,BUF,@,NWE,"W, 38-9",,4,3,51,17.0,0,75.0,12.8,0,0,0,0,0,0,46,63.9,0,0.0,3,10.7
15,12.0,27.0,16.0,17.0,2021-01-03,BUF,,MIA,"W, 56-26",,8,2,29,14.5,0,25.0,3.6,0,0,0,0,0,0,46,71.9,0,0.0,2,5.4
16,,,,,,,,,10-2,,44,24,288,12.0,3,54.5,6.5,2,2,0,0,0,0,487,57.9,0,0.0,36,10.2
