,Season,Age,Team,Lg,Pos,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Att,Yds.1,TD.1,1D.1,Succ%.1,Lng.1,Y/A,Y/G.1,A/G,Touch,Y/Tch,YScm,RRTD,Fmb,AV,Awards
0,2019,23,BUF,NFL,TE,15,11,50,28,388,13.9,2,15,42.0,49,1.9,25.9,56.0,7.8,1,9,0,1,100.0,9.0,9.0,0.6,0.1,29,13.7,397,2,0,3.0,
1,2020,24,BUF,NFL,TE,12,7,44,24,288,12.0,3,14,50.0,36,2.0,24.0,54.5,6.5,0,0,0,0,,,,0.0,0.0,24,12.0,288,3,2,3.0,
2,2021,25,BUF,NFL,TE,15,14,71,49,587,12.0,9,31,59.2,53,3.3,39.1,69.0,8.3,0,4,0,0,,,,0.3,0.0,49,12.1,591,9,0,6.0,
3,2022,26,BUF,NFL,TE,15,15,65,48,517,10.8,6,25,60.0,45,3.2,34.5,73.8,8.0,0,0,0,0,,,,0.0,0.0,48,10.8,517,6,0,5.0,PB
4,2023,27,BUF,NFL,TE,12,11,36,22,186,8.5,2,13,50.0,17,1.8,15.5,61.1,5.2,0,0,0,0,,,,0.0,0.0,22,8.5,186,2,0,2.0,
5,2024,28,BUF,NFL,TE,16,13,33,22,311,14.1,1,12,63.6,39,1.4,19.4,66.7,9.4,0,0,0,0,,,,0.0,0.0,22,14.1,311,1,0,4.0,
6,2025,29,BUF,NFL,TE,3,3,7,4,39,9.8,0,3,57.1,12,1.3,13.0,57.1,5.6,0,0,0,0,,,,0.0,0.0,4,9.8,39,0,0,,
7,7 Yrs,7 Yrs,7 Yrs,7 Yrs,,88,74,306,197,2316,11.8,23,113,54.6,53,2.2,26.3,64.4,7.6,1,13,0,1,100.0,9.0,13.0,0.1,0.0,198,11.8,2329,23,2,23.0,
8,17 Game Avg,17 Game Avg,17 Game Avg,17 Game Avg,,17,14,59,38,447,11.8,4,22,54.6,53,2.2,26.3,64.4,7.6,0,3,0,0,100.0,9.0,13.0,0.1,0.0,38,11.8,450,4,0,,
