,Rk,Gcar,Gtm,Week,Date,Team,Unnamed: 6,Opp,Result,GS,Tgt,Rec,Yds,Y/R,TD,Ctch%,Y/Tgt,Att,Yds.1,TD.1,Y/A,OffSnp,Off%,DefSnp,Def%,STSnp,ST%
0,1.0,1.0,1.0,1.0,2019-09-08,BUF,@,NYJ,"W, 17-16",,2,1,1,1.0,0,50.0,0.5,0,0,0,,38,57.6,0,0.0,6,26.1
1,2.0,2.0,2.0,2.0,2019-09-15,BUF,@,NYG,"W, 28-14",,4,1,18,18.0,0,25.0,4.5,0,0,0,,36,51.4,0,0.0,8,28.6
2,3.0,3.0,3.0,3.0,2019-09-22,BUF,,CIN,"W, 21-17",,4,3,67,22.3,1,75.0,16.8,1,9,0,9.0,44,57.9,0,0.0,8,29.6
3,4.0,4.0,4.0,4.0,2019-09-29,BUF,,NWE,"L, 10-16",*,3,3,58,19.3,0,100.0,19.3,0,0,0,,53,67.1,0,0.0,7,25.0
4,5.0,5.0,5.0,5.0,2019-10-06,BUF,@,TEN,"W, 14-7",*,5,2,12,6.0,0,40.0,2.4,0,0,0,,46,71.9,0,0.0,4,16.7
5,6.0,6.0,6.0,7.0,2019-10-20,BUF,,MIA,"W, 31-21",*,5,2,22,11.0,0,40.0,4.4,0,0,0,,29,52.7,0,0.0,11,40.7
6,7.0,7.0,7.0,8.0,2019-10-27,BUF,,PHI,"L, 13-31",*,1,0,0,,0,0.0,0.0,0,0,0,,28,45.2,0,0.0,9,34.6
7,8.0,8.0,8.0,9.0,2019-11-03,BUF,,WAS,"W, 24-9",*,2,2,14,7.0,0,100.0,7.0,0,0,0,,47,75.8,0,0.0,4,16.7
8,9.0,9.0,9.0,10.0,2019-11-10,BUF,@,CLE,"L, 16-19",,6,4,55,13.8,0,66.7,9.2,0,0,0,,40,58.8,0,0.0,0,0.0
9,10.0,10.0,10.0,11.0,2019-11-17,BUF,@,MIA,"W, 37-20",*,3,2,32,16.0,1,66.7,10.7,0,0,0,,51,71.8,0,0.0,4,12.5
10,11.0,11.0,11.0,12.0,2019-11-24,BUF,,DEN,"W, 20-3",*,2,2,11,5.5,0,100.0,5.5,0,0,0,,58,78.4,0,0.0,2,8.3
11,12.0,12.0,12.0,13.0,2019-11-28,BUF,@,DAL,"W, 26-15",*,4,3,17,5.7,0,75.0,4.3,0,0,0,,51,77.3,0,0.0,2,8.7
12,13.0,13.0,13.0,14.0,2019-12-08,BUF,,BAL,"L, 17-24",*,4,1,37,37.0,0,25.0,9.3,0,0,0,,54,74.0,0,0.0,5,16.1
13,14.0,14.0,14.0,15.0,2019-12-15,BUF,@,PIT,"W, 17-10",*,1,1,11,11.0,0,100.0,11.0,0,0,0,,31,47.7,0,0.0,0,0.0
14,15.0,15.0,15.0,16.0,2019-12-21,BUF,@,NWE,"L, 17-24",*,4,1,33,33.0,0,25.0,8.3,0,0,0,,40,74.1,0,0.0,6,24.0
15,15.0,,16.0,17.0,2019-12-29,BUF,,NYJ,"L, 6-13",Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive
16,,,,,,,,,10-5,,50,28,388,13.9,2,56.0,7.8,1,9,0,9.0,646,64.3,0,0.0,76,19.5
